time         theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   3.10000000   -0.00000000  1.99956753   -0.00043238 
0.12500000   3.09967473   -0.00521112  1.99956074   -0.00042559 
0.25000000   3.09869383   -0.01050369  1.99953994   -0.00040479 
0.37500000   3.09704197   -0.01596045  1.99950383   -0.00036868 
0.50000000   3.09469333   -0.02166666  1.99945014   -0.00031499 
0.62500000   3.09161120   -0.02771148  1.99937550   -0.00024035 
0.75000000   3.08774743   -0.03418931  1.99927522   -0.00014007 
0.87500000   3.08304163   -0.04120126  1.99914301   -0.00000786 
1.00000000   3.07742031   -0.04885670  1.99897057   0.00016458  
1.12500000   3.07079569   -0.05727493  1.99874708   0.00038807  
1.25000000   3.06306436   -0.06658698  1.99845852   0.00067663  
1.37500000   3.05410570   -0.07693756  1.99808681   0.00104834  
1.50000000   3.04378003   -0.08848720  1.99760865   0.00152650  
1.62500000   3.03192652   -0.10141456  1.99699409   0.00214106  
1.75000000   3.01836072   -0.11591895  1.99620467   0.00293048  
1.87500000   3.00287183   -0.13222302  1.99519106   0.00394409  
2.00000000   2.98521964   -0.15057567  1.99388998   0.00524517  
2.12500000   2.96513101   -0.17125505  1.99222037   0.00691478  
2.25000000   2.94229605   -0.19457170  1.99007843   0.00905672  
2.37500000   2.91636384   -0.22087154  1.98733139   0.01180376  
2.50000000   2.88693791   -0.25053871  1.98380963   0.01532552  
2.62500000   2.85357123   -0.28399779  1.97929673   0.01983842  
2.75000000   2.81576110   -0.32171501  1.97351710   0.02561805  
2.87500000   2.77294397   -0.36419775  1.96612062   0.03301453  
3.00000000   2.72449042   -0.41199139  1.95666384   0.04247131  
3.12500000   2.66970085   -0.46567205  1.94458732   0.05454783  
3.25000000   2.60780237   -0.52583341  1.92918883   0.06994632  
3.37500000   2.53794786   -0.59306495  1.90959270   0.08954245  
3.50000000   2.45921844   -0.66791843  1.88471623   0.11441892  
3.62500000   2.37063110   -0.75085842  1.85323553   0.14589962  
3.75000000   2.27115373   -0.84219255  1.81355507   0.18558008  
3.87500000   2.15973036   -0.94197686  1.76378851   0.23534664  
4.00000000   2.03531994   -1.04989352  1.70176200   0.29737315  
4.12500000   1.89695220   -1.16510190  1.62505627   0.37407888  
4.25000000   1.74380322   -1.28607155  1.53110753   0.46802762  
4.37500000   1.57529224   -1.41041785  1.41738908   0.58174607  
4.50000000   1.39119679   -1.53477733  1.28168984   0.71744531  
4.62500000   1.19177831   -1.65477703  1.12248977   0.87664538  
4.75000000   0.97790235   -1.76516207  0.93940043   1.05973472  
4.87500000   0.75112992   -1.86013621  0.73359634   1.26553881  
5.00000000   0.51375188   -1.93392965  0.50812048   1.49101467  
5.12500000   0.26874081   -1.98153534  0.26793283   1.73120232  
5.25000000   0.01960728   -1.99947140  0.01960696   1.97952819  
5.37500000   -0.22983061  -1.98637365  -0.22932511  2.22846026  
5.50000000   -0.47573159  -1.94324113  -0.47125810  2.47039326  
5.62500000   -0.71451971  -1.87325556  -0.69941684  2.69855200  
5.75000000   -0.94312605  -1.78123319  -0.90855855  2.90769370  
5.87500000   -1.15914722  -1.67287559  -1.09533445  3.09446960  
6.00000000   -1.36090813  -1.55401783  -1.25829205  3.25742720  
6.12500000   -1.54743905  -1.43002818  -1.39760141  3.39673656  
6.25000000   -1.71839129  -1.30543133  -1.51463505  3.51377020  
6.37500000   -1.87391977  -1.18375035  -1.61152270  3.61065785  
6.50000000   -2.01455709  -1.06751689  -1.69076255  3.68989770  
6.62500000   -2.14109589  -0.95838502  -1.75492691  3.75406206  
6.75000000   -2.25448906  -0.85729231  -1.80646622  3.80560137  
6.87500000   -2.35577070  -0.76462814  -1.84759685  3.84673200  
7.00000000   -2.44599740  -0.68038633  -1.88025125  3.87938640  
7.12500000   -2.52620699  -0.60429178  -1.90606971  3.90520486  
7.25000000   -2.59739140  -0.53589934  -1.92641693  3.92555208  
7.37500000   -2.66048023  -0.47466719  -1.94241122  3.94154637  
7.50000000   -2.71633213  -0.42000921  -1.95495846  3.95409361  
7.62500000   -2.76573165  -0.37133068  -1.96478595  3.96392110  
7.75000000   -2.80938973  -0.32805165  -1.97247368  3.97160883  
7.87500000   -2.84794654  -0.28962133  -1.97848169  3.97761684  
8.00000000   -2.88197564  -0.25552607  -1.98317340  3.98230855  
8.12500000   -2.91198893  -0.22529310  -1.98683500  3.98597015  
8.25000000   -2.93844182  -0.19849136  -1.98969130  3.98882645  
8.37500000   -2.96173842  -0.17473049  -1.99191856  3.99105371  
8.50000000   -2.98223644  -0.15365874  -1.99365476  3.99278991  
8.62500000   -3.00025194  -0.13496023  -1.99500778  3.99414293  
8.75000000   -3.01606355  -0.11835192  -1.99606190  3.99519705  
8.87500000   -3.02991642  -0.10358053  -1.99688291  3.99601807  
9.00000000   -3.04202575  -0.09041948  -1.99752212  3.99665727  
9.12500000   -3.05257991  -0.07866600  -1.99801951  3.99715466  
9.25000000   -3.06174329  -0.06813834  -1.99840623  3.99754138  
9.37500000   -3.06965875  -0.05867330  -1.99870652  3.99784167  
9.50000000   -3.07644975  -0.05012383  -1.99893919  3.99807434  
9.62500000   -3.08222229  -0.04235688  -1.99911885  3.99825401  
