Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   2.10000000   -0.00000000  1.73484645   -0.23000035 
0.00500000   2.09919380   -0.03731170  1.73444517   -0.22959907 
0.01000000   2.09677445   -0.07465850  1.73323926   -0.22839315 
0.01500000   2.09273967   -0.11207528  1.73122250   -0.22637639 
0.02000000   2.08708570   -0.14959635  1.72838455   -0.22353844 
0.02500000   2.07980730   -0.18725527  1.72471090   -0.21986479 
0.03000000   2.07089780   -0.22508451  1.72018289   -0.21533678 
0.03500000   2.06034917   -0.26311521  1.71477771   -0.20993161 
0.04000000   2.04815206   -0.30137682  1.70846838   -0.20362228 
0.04500000   2.03429588   -0.33989686  1.70122377   -0.19637767 
0.05000000   2.01876892   -0.37870051  1.69300860   -0.18816250 
0.05500000   2.00155842   -0.41781027  1.68378347   -0.17893737 
0.06000000   1.98265071   -0.45724559  1.67350491   -0.16865880 
0.06500000   1.96203138   -0.49702247  1.66212541   -0.15727930 
0.07000000   1.93968538   -0.53715298  1.64959355   -0.14474745 
0.07500000   1.91559725   -0.57764484  1.63585410   -0.13100800 
0.08000000   1.88975129   -0.61850094  1.62084817   -0.11600207 
0.08500000   1.86213179   -0.65971879  1.60451342   -0.09966732 
0.09000000   1.83272327   -0.70129003  1.58678433   -0.08193822 
0.09500000   1.80151076   -0.74319986  1.56759248   -0.06274637 
0.10000000   1.76848008   -0.78542649  1.54686698   -0.04202087 
0.10500000   1.73361813   -0.82794055  1.52453490   -0.01968879 
0.11000000   1.69691327   -0.87070457  1.50052183   0.00432427  
0.11500000   1.65835567   -0.91367237  1.47475252   0.03009358  
0.12000000   1.61793768   -0.95678860  1.44715161   0.05769450  
0.12500000   1.57565425   -0.99998820  1.41764446   0.08720165  
0.13000000   1.53150338   -1.04319600  1.38615811   0.11868799  
0.13500000   1.48548651   -1.08632636  1.35262236   0.15222375  
0.14000000   1.43760904   -1.12928293  1.31697087   0.18787524  
0.14500000   1.38788076   -1.17195851  1.27914247   0.22570363  
0.15000000   1.33631632   -1.21423503  1.23908252   0.26576358  
0.15500000   1.28293572   -1.25598377  1.19674432   0.30810178  
0.16000000   1.22776472   -1.29706571  1.15209061   0.35275550  
0.16500000   1.17083533   -1.33733206  1.10509509   0.39975101  
0.17000000   1.11218618   -1.37662515  1.05574400   0.44910210  
0.17500000   1.05186287   -1.41477941  1.00403756   0.50080854  
0.18000000   0.98991832   -1.45162271  0.94999143   0.55485467  
0.18500000   0.92641301   -1.48697790  0.89363803   0.61120807  
0.19000000   0.86141513   -1.52066464  0.83502770   0.66981840  
0.19500000   0.79500072   -1.55250144  0.77422961   0.73061649  
0.20000000   0.72725362   -1.58230792  0.71133246   0.79351365  
0.20500000   0.65826542   -1.60990723  0.64644483   0.85840128  
0.21000000   0.58813523   -1.63512863  0.57969523   0.92515087  
0.21500000   0.51696935   -1.65781010  0.51123173   0.99361438  
0.22000000   0.44488086   -1.67780097  0.44122116   1.06362495  
0.22500000   0.37198903   -1.69496451  0.36984798   1.13499813  
0.23000000   0.29841874   -1.70918033  0.29731267   1.20753344  
0.23500000   0.22429964   -1.72034661  0.22382974   1.28101636  
0.24000000   0.14976536   -1.72838203  0.14962543   1.35522068  
0.24500000   0.07495257   -1.73322732  0.07493502   1.42991108  
0.25000000   0.00000000   -1.73484645  0.00000000   1.50484610  
0.25500000   -0.07495257  -1.73322732  -0.07493502  1.57978113  
0.26000000   -0.14976536  -1.72838203  -0.14962543  1.65447153  
0.26500000   -0.22429964  -1.72034661  -0.22382974  1.72867585  
0.27000000   -0.29841874  -1.70918033  -0.29731267  1.80215877  
0.27500000   -0.37198903  -1.69496451  -0.36984798  1.87469408  
0.28000000   -0.44488086  -1.67780097  -0.44122116  1.94606726  
0.28500000   -0.51696935  -1.65781010  -0.51123173  2.01607783  
0.29000000   -0.58813523  -1.63512863  -0.57969523  2.08454134  
0.29500000   -0.65826542  -1.60990723  -0.64644483  2.15129093  
0.30000000   -0.72725362  -1.58230792  -0.71133246  2.21617856  
0.30500000   -0.79500072  -1.55250144  -0.77422961  2.27907572  
0.31000000   -0.86141513  -1.52066464  -0.83502770  2.33987381  
0.31500000   -0.92641301  -1.48697790  -0.89363803  2.39848414  
0.32000000   -0.98991832  -1.45162271  -0.94999143  2.45483753  
0.32500000   -1.05186287  -1.41477941  -1.00403756  2.50888366  
0.33000000   -1.11218618  -1.37662515  -1.05574400  2.56059011  
0.33500000   -1.17083533  -1.33733206  -1.10509509  2.60994120  
0.34000000   -1.22776472  -1.29706571  -1.15209061  2.65693671  
0.34500000   -1.28293572  -1.25598377  -1.19674432  2.70159042  
0.35000000   -1.33631632  -1.21423503  -1.23908252  2.74392863  
0.35500000   -1.38788076  -1.17195851  -1.27914247  2.78398858  
0.36000000   -1.43760904  -1.12928293  -1.31697087  2.82181697  
0.36500000   -1.48548651  -1.08632636  -1.35262236  2.85746846  
0.37000000   -1.53150338  -1.04319600  -1.38615811  2.89100422  
0.37500000   -1.57565425  -0.99998820  -1.41764446  2.92249056  
0.38000000   -1.61793768  -0.95678860  -1.44715161  2.95199771  
0.38500000   -1.65835567  -0.91367237  -1.47475252  2.97959863  
0.39000000   -1.69691327  -0.87070457  -1.50052183  3.00536794  
0.39500000   -1.73361813  -0.82794055  -1.52453490  3.02938100  
0.40000000   -1.76848008  -0.78542649  -1.54686698  3.05171308  
0.40500000   -1.80151076  -0.74319986  -1.56759248  3.07243858  
0.41000000   -1.83272327  -0.70129003  -1.58678433  3.09163043  
0.41500000   -1.86213179  -0.65971879  -1.60451342  3.10935953  
0.42000000   -1.88975129  -0.61850094  -1.62084817  3.12569428  
0.42500000   -1.91559725  -0.57764484  -1.63585410  3.14070021  
0.43000000   -1.93968538  -0.53715298  -1.64959355  3.15443966  
0.43500000   -1.96203138  -0.49702247  -1.66212541  3.16697151  
0.44000000   -1.98265071  -0.45724559  -1.67350491  3.17835101  
0.44500000   -2.00155842  -0.41781027  -1.68378347  3.18862958  
0.45000000   -2.01876892  -0.37870051  -1.69300860  3.19785471  
0.45500000   -2.03429588  -0.33989686  -1.70122377  3.20606988  
0.46000000   -2.04815206  -0.30137682  -1.70846838  3.21331449  
0.46500000   -2.06034917  -0.26311521  -1.71477771  3.21962382  
0.47000000   -2.07089780  -0.22508451  -1.72018289  3.22502899  
0.47500000   -2.07980730  -0.18725527  -1.72471090  3.22955700  
0.48000000   -2.08708570  -0.14959635  -1.72838455  3.23323065  
0.48500000   -2.09273967  -0.11207528  -1.73122250  3.23606860  
0.49000000   -2.09677445  -0.07465850  -1.73323926  3.23808536  
0.49500000   -2.09919380  -0.03731170  -1.73444517  3.23929127  
0.50000000   -2.10000000  -0.00000000  -1.73484645  3.23969256  
0.50500000   -2.09919380  0.03731170   -1.73444517  3.23929127  
0.51000000   -2.09677445  0.07465850   -1.73323926  3.23808536  
0.51500000   -2.09273967  0.11207528   -1.73122250  3.23606860  
0.52000000   -2.08708570  0.14959635   -1.72838455  3.23323065  
0.52500000   -2.07980730  0.18725527   -1.72471090  3.22955700  
0.53000000   -2.07089780  0.22508451   -1.72018289  3.22502899  
0.53500000   -2.06034917  0.26311521   -1.71477771  3.21962382  
0.54000000   -2.04815206  0.30137682   -1.70846838  3.21331449  
0.54500000   -2.03429588  0.33989686   -1.70122377  3.20606988  
0.55000000   -2.01876892  0.37870051   -1.69300860  3.19785471  
0.55500000   -2.00155842  0.41781027   -1.68378347  3.18862958  
0.56000000   -1.98265071  0.45724559   -1.67350491  3.17835101  
0.56500000   -1.96203138  0.49702247   -1.66212541  3.16697151  
0.57000000   -1.93968538  0.53715298   -1.64959355  3.15443966  
0.57500000   -1.91559725  0.57764484   -1.63585410  3.14070021  
0.58000000   -1.88975129  0.61850094   -1.62084817  3.12569428  
0.58500000   -1.86213179  0.65971879   -1.60451342  3.10935953  
0.59000000   -1.83272327  0.70129003   -1.58678433  3.09163043  
0.59500000   -1.80151076  0.74319986   -1.56759248  3.07243858  
0.60000000   -1.76848008  0.78542649   -1.54686698  3.05171308  
0.60500000   -1.73361813  0.82794055   -1.52453490  3.02938100  
0.61000000   -1.69691327  0.87070457   -1.50052183  3.00536794  
0.61500000   -1.65835567  0.91367237   -1.47475252  2.97959863  
0.62000000   -1.61793768  0.95678860   -1.44715161  2.95199771  
