time         theta        dtheta/dt   
0.00000000   0.00000000   2.50000000  
0.00625000   0.04987926   2.49950247  
0.01250000   0.09973867   2.49801130  
0.01875000   0.14955846   2.49553079  
0.02500000   0.19931893   2.49206808  
0.03125000   0.24900060   2.48763309  
0.03750000   0.29858417   2.48223848  
0.04375000   0.34805066   2.47589957  
0.05000000   0.39738140   2.46863426  
0.05625000   0.44655809   2.46046291  
0.06250000   0.49556289   2.45140824  
0.06875000   0.54437842   2.44149518  
0.07500000   0.59298780   2.43075078  
0.08125000   0.64137475   2.41920400  
0.08750000   0.68952356   2.40688562  
0.09375000   0.73741915   2.39382804  
0.10000000   0.78504710   2.38006511  
0.10625000   0.83239370   2.36563203  
0.11250000   0.87944593   2.35056508  
0.11875000   0.92619151   2.33490154  
0.12500000   0.97261893   2.31867949  
0.13125000   1.01871741   2.30193763  
0.13750000   1.06447698   2.28471516  
0.14375000   1.10988845   2.26705158  
0.15000000   1.15494340   2.24898658  
0.15625000   1.19963422   2.23055986  
0.16250000   1.24395410   2.21181104  
0.16875000   1.28789700   2.19277947  
0.17500000   1.33145766   2.17350417  
0.18125000   1.37463161   2.15402370  
0.18750000   1.41741514   2.13437602  
0.19375000   1.45980528   2.11459845  
0.20000000   1.50179980   2.09472757  
0.20625000   1.54339721   2.07479912  
0.21250000   1.58459670   2.05484796  
0.21875000   1.62539816   2.03490801  
0.22500000   1.66580214   2.01501218  
0.23125000   1.70580985   1.99519236  
0.23750000   1.74542311   1.97547938  
0.24375000   1.78464435   1.95590295  
0.25000000   1.82347658   1.93649167  
0.25625000   1.86192338   1.91727305  
0.26250000   1.89998884   1.89827342  
0.26875000   1.93767761   1.87951802  
0.27500000   1.97499478   1.86103094  
0.28125000   2.01194595   1.84283515  
0.28750000   2.04853714   1.82495254  
0.29375000   2.08477483   1.80740389  
0.30000000   2.12066586   1.79020893  
0.30625000   2.15621748   1.77338633  
0.31250000   2.19143730   1.75695377  
0.31875000   2.22633328   1.74092792  
0.32500000   2.26091368   1.72532450  
0.33125000   2.29518708   1.71015830  
0.33750000   2.32916235   1.69544321  
0.34375000   2.36284862   1.68119227  
0.35000000   2.39625527   1.66741769  
0.35625000   2.42939193   1.65413087  
0.36250000   2.46226843   1.64134246  
0.36875000   2.49489481   1.62906238  
0.37500000   2.52728132   1.61729986  
0.38125000   2.55943837   1.60606344  
0.38750000   2.59137653   1.59536106  
0.39375000   2.62310654   1.58520005  
0.40000000   2.65463926   1.57558715  
0.40625000   2.68598569   1.56652857  
0.41250000   2.71715696   1.55803000  
0.41875000   2.74816428   1.55009664  
0.42500000   2.77901899   1.54273323  
0.43125000   2.80973250   1.53594405  
0.43750000   2.84031631   1.52973297  
0.44375000   2.87078198   1.52410344  
0.45000000   2.90114115   1.51905856  
0.45625000   2.93140552   1.51460101  
0.46250000   2.96158683   1.51073317  
0.46875000   2.99169686   1.50745703  
0.47500000   3.02174744   1.50477430  
0.48125000   3.05175042   1.50268633  
0.48750000   3.08171768   1.50119417  
0.49375000   3.11166113   1.50029858  
0.50000000   3.14159265   1.50000000  
0.50625000   3.17152418   1.50029858  
0.51250000   3.20146762   1.50119417  
0.51875000   3.23143489   1.50268633  
0.52500000   3.26143787   1.50477430  
0.53125000   3.29148845   1.50745703  
0.53750000   3.32159848   1.51073317  
