time         theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   2.70000000   -0.00000000  1.95144672   -0.04737457 
0.12500000   2.69665716   -0.05354829  1.95071189   -0.04663974 
0.25000000   2.68658145   -0.10785209  1.94846406   -0.04439192 
0.37500000   2.66963106   -0.16367008  1.94457100   -0.04049886 
0.50000000   2.64556901   -0.22176634  1.93880478   -0.03473264 
0.62500000   2.61406249   -0.28291031  1.93083040   -0.02675826 
0.75000000   2.57468230   -0.34787330  1.92018969   -0.01611755 
0.87500000   2.52690316   -0.41741966  1.90628044   -0.00220830 
1.00000000   2.47010547   -0.49229028  1.88833116   0.01574098  
1.12500000   2.40357986   -0.57317553  1.86537237   0.03869977  
1.25000000   2.32653583   -0.66067405  1.83620644   0.06786570  
1.37500000   2.23811683   -0.75523325  1.79937962   0.10469252  
1.50000000   2.13742392   -0.85706754  1.75316272   0.15090943  
1.62500000   2.02355140   -0.96605120  1.69554987   0.20852227  
1.75000000   1.89563730   -1.08158593  1.62428943   0.27978271  
1.87500000   1.75293181   -1.20244917  1.53696464   0.36710751  
2.00000000   1.59488512   -1.32663912  1.43114392   0.47292822  
2.12500000   1.42125327   -1.45124667  1.30461772   0.59945442  
2.25000000   1.23221612   -1.57239968  1.15572641   0.74834573  
2.37500000   1.02849475   -1.68533727  0.98375941   0.92031273  
2.50000000   0.81144849   -1.78466845  0.78936862   1.11470352  
2.62500000   0.58312655   -1.86484170  0.57489975   1.32917240  
2.75000000   0.34624897   -1.92079383  0.34452193   1.55955022  
2.87500000   0.10410049   -1.94867061  0.10405349   1.80001865  
3.00000000   -0.13966156  -1.94645077  -0.13954808  2.04362022  
3.12500000   -0.38126193  -1.91429776  -0.37895694  2.28302908  
3.25000000   -0.61708293  -1.85453070  -0.60733860  2.51141074  
3.37500000   -0.84391223  -1.77122368  -0.81909155  2.72316370  
3.50000000   -1.05912331  -1.66955612  -1.01031017  2.91438231  
3.62500000   -1.26076848  -1.55509311  -1.17891038  3.08298253  
3.75000000   -1.44758623  -1.43315787  -1.32446321  3.22853535  
3.87500000   -1.61894133  -1.30839271  -1.44784419  3.35191634  
4.00000000   -1.77472336  -1.18452995  -1.55081691  3.45488905  
4.12500000   -1.91522812  -1.06434040  -1.63564171  3.53971385  
4.25000000   -2.04104085  -0.94970296  -1.70476056  3.60883270  
4.37500000   -2.15293276  -0.84173916  -1.76057362  3.66464576  
4.50000000   -2.25177601  -0.74096916  -1.80530025  3.70937239  
4.62500000   -2.33847808  -0.64746130  -1.84090688  3.74497903  
4.75000000   -2.41393362  -0.56096108  -1.86908185  3.77315399  
4.87500000   -2.47899078  -0.48099446  -1.89123997  3.79531211  
5.00000000   -2.53442895  -0.40694620  -1.90854371  3.81261585  
5.12500000   -2.58094482  -0.33811634  -1.92193174  3.82600389  
5.25000000   -2.61914442  -0.27375917  -1.93214911  3.83622126  
5.37500000   -2.64953906  -0.21310851  -1.93977551  3.84384766  
5.50000000   -2.67254384  -0.15539292  -1.94524994  3.84932208  
5.62500000   -2.68847754  -0.09984361  -1.94889085  3.85296299  
5.75000000   -2.69756319  -0.04569738  -1.95091159  3.85498373  
5.87500000   -2.69992876  0.00780383   -1.95143111  3.85550325  
6.00000000   -2.69560764  0.06141531   -1.95048005  3.85455220  
6.12500000   -2.68453885  0.11589286   -1.94800234  3.85207449  
6.25000000   -2.66656671  0.17199585   -1.94385229  3.84792443  
6.37500000   -2.64144030  0.23048920   -1.93778714  3.84185929  
6.50000000   -2.60881273  0.29214294   -1.92945505  3.83352719  
6.62500000   -2.56824074  0.35772809   -1.91837820  3.82245034  
6.75000000   -2.51918511  0.42800681   -1.90393132  3.80800346  
6.87500000   -2.46101275  0.50371458   -1.88531586  3.78938800  
7.00000000   -2.39300178  0.58553135   -1.86153091  3.76560305  
7.12500000   -2.31435096  0.67403785   -1.83134302  3.73541516  
7.25000000   -2.22419578  0.76965315   -1.79325913  3.69733127  
7.37500000   -2.12163381  0.87254928   -1.74550911  3.64958125  
7.50000000   -2.00576216  0.98254031   -1.68604829  3.59012043  
7.62500000   -1.87573053  1.09894652   -1.61259444  3.51666658  
7.75000000   -1.73081240  1.22044096   -1.52271736  3.42678950  
7.87500000   -1.57049564  1.34489615   -1.41400093  3.31807307  
8.00000000   -1.39459067  1.46926335   -1.28429339  3.18836553  
8.12500000   -1.20334934  1.58953211   -1.13204769  3.03611983  
8.25000000   -0.99758066  1.70082843   -0.95672721  2.86079935  
8.37500000   -0.77874298  1.79770362   -0.75921405  2.66328619  
8.50000000   -0.54898661  1.87463378   -0.54211850  2.44619064  
8.62500000   -0.31112288  1.92668761   -0.30986957  2.21394171  
8.75000000   -0.06850478  1.95024440   -0.06849139  1.97256353  
8.87500000   0.17517622   1.94358843   0.17495232   1.72911982  
9.00000000   0.41615086   1.90720940   0.41315445   1.49091769  
9.12500000   0.65084642   1.84371549   0.63941963   1.26465251  
9.25000000   0.87612687   1.75738651   0.84837312   1.05569903  
9.37500000   1.08946121   1.65350243   1.03637541   0.86769673  
9.50000000   1.28900337   1.53762835   1.20160032   0.70247182  
9.62500000   1.47358835   1.41501032   1.34383410   0.56023804  
9.75000000   1.64266456   1.29016724   1.46410818   0.43996396  
9.87500000   1.79618844   1.16669067   1.56428167   0.33979047  
10.00000000  1.93450514   1.04721466   1.64665896   0.25741318  
10.12500000  2.05823311   0.93349816   1.71368768   0.19038446  
10.25000000  2.16816313   0.82656506   1.76774842   0.13632372  
10.37500000  2.26517616   0.72686057   1.81102678   0.09304536  
10.50000000  2.35018045   0.63439844   1.84544924   0.05862290  
10.62500000  2.42406564   0.54888626   1.87266338   0.03140876  
10.75000000  2.48767099   0.46982507   1.89404559   0.01002655  
10.87500000  2.54176452   0.39658415   1.91072376   -0.00665162 
11.00000000  2.58703007   0.32845484   1.92360643   -0.01953429 
11.12500000  2.62405999   0.26468712   1.93341279   -0.02934065 
11.25000000  2.65335160   0.20451330   1.94070054   -0.03662840 
11.37500000  2.67530591   0.14716196   1.94588994   -0.04181779 
11.50000000  2.69022768   0.09186506   1.94928323   -0.04521108 
