Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   2.50000000   -0.00000000  1.89796924   -0.09682562 
0.00500000   2.49920264   -0.03090162  1.89771766   -0.09657405 
0.01000000   2.49680884   -0.06186914  1.89696058   -0.09581696 
0.01500000   2.49281352   -0.09296839  1.89569093   -0.09454732 
0.02000000   2.48720817   -0.12426497  1.89389690   -0.09275328 
0.02500000   2.47998092   -0.15582419  1.89156180   -0.09041819 
0.03000000   2.47111655   -0.18771091  1.88866404   -0.08752042 
0.03500000   2.46059648   -0.21998941  1.88517689   -0.08403327 
0.04000000   2.44839885   -0.25272319  1.88106837   -0.07992476 
0.04500000   2.43449854   -0.28597478  1.87630106   -0.07515744 
0.05000000   2.41886724   -0.31980547  1.87083182   -0.06968820 
0.05500000   2.40147351   -0.35427503  1.86461160   -0.06346799 
0.06000000   2.38228287   -0.38944133  1.85758517   -0.05644156 
0.06500000   2.36125790   -0.42535994  1.84969083   -0.04854721 
0.07000000   2.33835841   -0.46208365  1.84086011   -0.03971649 
0.07500000   2.31354155   -0.49966186  1.83101755   -0.02987393 
0.08000000   2.28676202   -0.53813998  1.82008038   -0.01893677 
0.08500000   2.25797230   -0.57755864  1.80795831   -0.00681470 
0.09000000   2.22712291   -0.61795285  1.79455329   0.00659033  
0.09500000   2.19416274   -0.65935104  1.77975937   0.02138424  
0.10000000   2.15903939   -0.70177398  1.76346265   0.03768097  
0.10500000   2.12169963   -0.74523354  1.74554124   0.05560238  
0.11000000   2.08208985   -0.78973142  1.72586544   0.07527818  
0.11500000   2.04015667   -0.83525771  1.70429803   0.09684558  
0.12000000   1.99584753   -0.88178930  1.68069476   0.12044886  
0.12500000   1.94911147   -0.92928827  1.65490500   0.14623862  
0.13000000   1.89989987   -0.97770016  1.62677277   0.17437085  
0.13500000   1.84816742   -1.02695223  1.59613795   0.20500567  
0.14000000   1.79387305   -1.07695168  1.56283790   0.23830571  
0.14500000   1.73698104   -1.12758394  1.52670943   0.27443419  
0.15000000   1.67746220   -1.17871107  1.48759115   0.31355246  
0.15500000   1.61529505   -1.23017038  1.44532629   0.35581733  
0.16000000   1.55046722   -1.28177324  1.39976590   0.40137771  
0.16500000   1.48297673   -1.33330445  1.35077255   0.45037107  
0.17000000   1.41283341   -1.38452189  1.29822432   0.50291930  
0.17500000   1.34006028   -1.43515695  1.24201923   0.55912439  
0.18000000   1.26469489   -1.48491563  1.18207986   0.61906375  
0.18500000   1.18679055   -1.53348043  1.11835817   0.68278545  
0.19000000   1.10641755   -1.58051325  1.05084019   0.75030343  
0.19500000   1.02366406   -1.62565918  0.97955064   0.82159298  
0.20000000   0.93863688   -1.66855140  0.90455705   0.89658657  
0.20500000   0.85146197   -1.70881696  0.82597325   0.97517036  
0.21000000   0.76228453   -1.74608355  0.74396201   1.05718160  
0.21500000   0.67126879   -1.77998694  0.65873647   1.14240715  
0.22000000   0.57859744   -1.81017904  0.57056032   1.23058330  
0.22500000   0.48447051   -1.83633619  0.47974643   1.32139718  
0.23000000   0.38910392   -1.85816737  0.38665393   1.41448968  
0.23500000   0.29272763   -1.87542206  0.29168360   1.50946002  
0.24000000   0.19558331   -1.88789729  0.19527172   1.60587189  
0.24500000   0.09792175   -1.89544354  0.09788264   1.70326098  
0.25000000   0.00000000   -1.89796924  0.00000000   1.80114362  
0.25500000   -0.09792175  -1.89544354  -0.09788264  1.89902625  
0.26000000   -0.19558331  -1.88789729  -0.19527172  1.99641534  
0.26500000   -0.29272763  -1.87542206  -0.29168360  2.09282721  
0.27000000   -0.38910392  -1.85816737  -0.38665393  2.18779755  
0.27500000   -0.48447051  -1.83633619  -0.47974643  2.28089005  
0.28000000   -0.57859744  -1.81017904  -0.57056032  2.37170393  
0.28500000   -0.67126879  -1.77998694  -0.65873647  2.45988009  
0.29000000   -0.76228453  -1.74608355  -0.74396201  2.54510563  
0.29500000   -0.85146197  -1.70881696  -0.82597325  2.62711687  
0.30000000   -0.93863688  -1.66855140  -0.90455705  2.70570066  
0.30500000   -1.02366406  -1.62565918  -0.97955064  2.78069425  
0.31000000   -1.10641755  -1.58051325  -1.05084019  2.85198380  
0.31500000   -1.18679055  -1.53348043  -1.11835817  2.91950179  
0.32000000   -1.26469489  -1.48491563  -1.18207986  2.98322348  
0.32500000   -1.34006028  -1.43515695  -1.24201923  3.04316284  
0.33000000   -1.41283341  -1.38452189  -1.29822432  3.09936793  
0.33500000   -1.48297673  -1.33330445  -1.35077255  3.15191616  
0.34000000   -1.55046722  -1.28177324  -1.39976590  3.20090952  
