Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   1.20000000   -0.00000000  1.12928495   -0.49164270 
0.00500000   1.19944530   -0.03215423  1.12882709   -0.49118484 
0.01000000   1.19778143   -0.06429457  1.12745319   -0.48981095 
0.01500000   1.19500913   -0.09640700  1.12516229   -0.48752005 
0.02000000   1.19112959   -0.12847728  1.12195280   -0.48431055 
0.02500000   1.18614452   -0.16049085  1.11782252   -0.48018027 
0.03000000   1.18005613   -0.19243269  1.11276869   -0.47512644 
0.03500000   1.17286717   -0.22428723  1.10678802   -0.46914578 
0.04000000   1.16458093   -0.25603825  1.09987677   -0.46223452 
0.04500000   1.15520126   -0.28766877  1.09203075   -0.45438851 
0.05000000   1.14473263   -0.31916097  1.08324548   -0.44560323 
0.05500000   1.13318014   -0.35049606  1.07351619   -0.43587394 
0.06000000   1.12054954   -0.38165426  1.06283795   -0.42519571 
0.06500000   1.10684729   -0.41261466  1.05120580   -0.41356355 
0.07000000   1.09208059   -0.44335517  1.03861479   -0.40097254 
0.07500000   1.07625744   -0.47385248  1.02506015   -0.38741791 
0.08000000   1.05938663   -0.50408196  1.01053742   -0.37289517 
0.08500000   1.04147786   -0.53401767  0.99504252   -0.35740027 
0.09000000   1.02254173   -0.56363229  0.97857199   -0.34092974 
0.09500000   1.00258981   -0.59289712  0.96112304   -0.32348080 
0.10000000   0.98163467   -0.62178205  0.94269379   -0.30505154 
0.10500000   0.95968997   -0.65025560  0.92328335   -0.28564110 
0.11000000   0.93677047   -0.67828493  0.90289205   -0.26524980 
0.11500000   0.91289207   -0.70583586  0.88152154   -0.24387930 
0.12000000   0.88807189   -0.73287295  0.85917503   -0.22153278 
0.12500000   0.86232828   -0.75935957  0.83585737   -0.19821512 
0.13000000   0.83568089   -0.78525796  0.81157528   -0.17393303 
0.13500000   0.80815067   -0.81052939  0.78633746   -0.14869522 
0.14000000   0.77975994   -0.83513423  0.76015479   -0.12251255 
0.14500000   0.75053239   -0.85903214  0.73304043   -0.09539818 
0.15000000   0.72049312   -0.88218221  0.70500995   -0.06736771 
0.15500000   0.68966863   -0.90454314  0.67608150   -0.03843925 
0.16000000   0.65808687   -0.92607344  0.64627585   -0.00863361 
0.16500000   0.62577721   -0.94673162  0.61561655   0.02202570  
0.17000000   0.59277045   -0.96647645  0.58412992   0.05351233  
0.17500000   0.55909882   -0.98526718  0.55184516   0.08579709  
0.18000000   0.52479592   -1.00306377  0.51879435   0.11884790  
0.18500000   0.48989672   -1.01982715  0.48501245   0.15262979  
0.19000000   0.45443754   -1.03551950  0.45053731   0.18710494  
0.19500000   0.41845595   -1.05010447  0.41540954   0.22223270  
0.20000000   0.38199076   -1.06354749  0.37967254   0.25796971  
0.20500000   0.34508194   -1.07581595  0.34337229   0.29426996  
0.21000000   0.30777055   -1.08687953  0.30655729   0.33108496  
0.21500000   0.27009864   -1.09671038  0.26927836   0.36836388  
0.22000000   0.23210918   -1.10528334  0.23158850   0.40605375  
0.22500000   0.19384597   -1.11257618  0.19354261   0.44409964  
0.23000000   0.15535351   -1.11856975  0.15519733   0.48244492  
0.23500000   0.11667690   -1.12324816  0.11661073   0.52103151  
0.24000000   0.07786176   -1.12659891  0.07784210   0.55980015  
0.24500000   0.03895405   -1.12861298  0.03895159   0.59869065  
0.25000000   0.00000000   -1.12928495  0.00000000   0.63764225  
0.25500000   -0.03895405  -1.12861298  -0.03895159  0.67659384  
0.26000000   -0.07786176  -1.12659891  -0.07784210  0.71548434  
0.26500000   -0.11667690  -1.12324816  -0.11661073  0.75425298  
0.27000000   -0.15535351  -1.11856975  -0.15519733  0.79283957  
0.27500000   -0.19384597  -1.11257618  -0.19354261  0.83118486  
0.28000000   -0.23210918  -1.10528334  -0.23158850  0.86923074  
0.28500000   -0.27009864  -1.09671038  -0.26927836  0.90692061  
0.29000000   -0.30777055  -1.08687953  -0.30655729  0.94419953  
0.29500000   -0.34508194  -1.07581595  -0.34337229  0.98101453  
0.30000000   -0.38199076  -1.06354749  -0.37967254  1.01731478  
0.30500000   -0.41845595  -1.05010447  -0.41540954  1.05305179  
0.31000000   -0.45443754  -1.03551950  -0.45053731  1.08817955  
0.31500000   -0.48989672  -1.01982715  -0.48501245  1.12265470  
0.32000000   -0.52479592  -1.00306377  -0.51879435  1.15643659  
0.32500000   -0.55909882  -0.98526718  -0.55184516  1.18948740  
0.33000000   -0.59277045  -0.96647645  -0.58412992  1.22177216  
0.33500000   -0.62577721  -0.94673162  -0.61561655  1.25325879  
0.34000000   -0.65808687  -0.92607344  -0.64627585  1.28391810  
0.34500000   -0.68966863  -0.90454314  -0.67608150  1.31372374  
0.35000000   -0.72049312  -0.88218221  -0.70500995  1.34265220  
0.35500000   -0.75053239  -0.85903214  -0.73304043  1.37068267  
0.36000000   -0.77975994  -0.83513423  -0.76015479  1.39779704  
0.36500000   -0.80815067  -0.81052939  -0.78633746  1.42397971  
0.37000000   -0.83568089  -0.78525796  -0.81157528  1.44921752  
0.37500000   -0.86232828  -0.75935957  -0.83585737  1.47349961  
