Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   1.40000000   -0.00000000  1.28843537   -0.45840252 
0.00500000   1.39936987   -0.03523997  1.28795336   -0.45792050 
0.01000000   1.39747962   -0.07047224  1.28650666   -0.45647380 
0.01500000   1.39432966   -0.10568893  1.28409328   -0.45406043 
0.02000000   1.38992069   -0.14088186  1.28070997   -0.45067711 
0.02500000   1.38425373   -0.17604232  1.27635215   -0.44631929 
0.03000000   1.37733008   -0.21116096  1.27101407   -0.44098121 
0.03500000   1.36915144   -0.24622759  1.26468877   -0.43465591 
0.04000000   1.35971986   -0.28123107  1.25736820   -0.42733535 
0.04500000   1.34903780   -0.31615908  1.24904329   -0.41901044 
0.05000000   1.33710822   -0.35099804  1.23970403   -0.40967118 
0.05500000   1.32393455   -0.38573292  1.22933959   -0.39930673 
0.06000000   1.30952081   -0.42034711  1.21793843   -0.38790558 
0.06500000   1.29387164   -0.45482228  1.20548845   -0.37545560 
0.07000000   1.27699237   -0.48913826  1.19197713   -0.36194427 
0.07500000   1.25888908   -0.52327291  1.17739168   -0.34735883 
0.08000000   1.23956868   -0.55720202  1.16171925   -0.33168640 
0.08500000   1.21903899   -0.59089919  1.14494710   -0.31491424 
0.09000000   1.19730880   -0.62433580  1.12706278   -0.29702993 
0.09500000   1.17438798   -0.65748089  1.10805442   -0.27802156 
0.10000000   1.15028755   -0.69030111  1.08791088   -0.25787802 
0.10500000   1.12501975   -0.72276075  1.06662206   -0.23658920 
0.11000000   1.09859816   -0.75482165  1.04417910   -0.21414624 
0.11500000   1.07103775   -0.78644328  1.02057468   -0.19054183 
0.12000000   1.04235499   -0.81758273  0.99580329   -0.16577043 
0.12500000   1.01256792   -0.84819483  0.96986146   -0.13982860 
0.13000000   0.98169625   -0.87823217  0.94274809   -0.11271524 
0.13500000   0.94976140   -0.90764531  0.91446471   -0.08443185 
0.14000000   0.91678663   -0.93638288  0.88501572   -0.05498286 
0.14500000   0.88279701   -0.96439177  0.85440870   -0.02437584 
0.15000000   0.84781960   -0.99161739  0.82265464   0.00737821  
0.15500000   0.81188339   -1.01800388  0.78976820   0.04026466  
0.16000000   0.77501941   -1.04349443  0.75576788   0.07426497  
0.16500000   0.73726072   -1.06803156  0.72067628   0.10935658  
0.17000000   0.69864245   -1.09155751  0.68452021   0.14551264  
0.17500000   0.65920180   -1.11401457  0.64733088   0.18270198  
0.18000000   0.61897802   -1.13534550  0.60914392   0.22088893  
0.18500000   0.57801238   -1.15549393  0.56999955   0.26003331  
0.19000000   0.53634817   -1.17440483  0.52994246   0.30009039  
0.19500000   0.49403061   -1.19202487  0.48902190   0.34101095  
0.20000000   0.45110677   -1.20830294  0.44729153   0.38274133  
0.20500000   0.40762552   -1.22319057  0.40480927   0.42522358  
0.21000000   0.36363741   -1.23664233  0.36163720   0.46839566  
0.21500000   0.31919455   -1.24861630  0.31784123   0.51219163  
0.22000000   0.27435048   -1.25907444  0.27349088   0.55654198  
0.22500000   0.22916002   -1.26798297  0.22865893   0.60137393  
0.23000000   0.18367913   -1.27531268  0.18342103   0.64661182  
0.23500000   0.13796472   -1.28103927  0.13785533   0.69217753  
0.24000000   0.09207447   -1.28514357  0.09204195   0.73799090  
0.24500000   0.04606668   -1.28761172  0.04606260   0.78397025  
0.25000000   0.00000000   -1.28843537  0.00000000   0.83003286  
0.25500000   -0.04606668  -1.28761172  -0.04606260  0.87609546  
0.26000000   -0.09207447  -1.28514357  -0.09204195  0.92207481  
0.26500000   -0.13796472  -1.28103927  -0.13785533  0.96788818  
0.27000000   -0.18367913  -1.27531268  -0.18342103  1.01345389  
0.27500000   -0.22916002  -1.26798297  -0.22865893  1.05869178  
0.28000000   -0.27435048  -1.25907444  -0.27349088  1.10352373  
0.28500000   -0.31919455  -1.24861630  -0.31784123  1.14787408  
0.29000000   -0.36363741  -1.23664233  -0.36163720  1.19167005  
0.29500000   -0.40762552  -1.22319057  -0.40480927  1.23484213  
0.30000000   -0.45110677  -1.20830294  -0.44729153  1.27732438  
0.30500000   -0.49403061  -1.19202487  -0.48902190  1.31905476  
0.31000000   -0.53634817  -1.17440483  -0.52994246  1.35997532  
0.31500000   -0.57801238  -1.15549393  -0.56999955  1.40003240  
0.32000000   -0.61897802  -1.13534550  -0.60914392  1.43917678  
0.32500000   -0.65920180  -1.11401457  -0.64733088  1.47736373  
0.33000000   -0.69864245  -1.09155751  -0.68452021  1.51455307  
0.33500000   -0.73726072  -1.06803156  -0.72067628  1.55070914  
0.34000000   -0.77501941  -1.04349443  -0.75576788  1.58580074  
0.34500000   -0.81188339  -1.01800388  -0.78976820  1.61980106  
