Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   1.80000000   -0.00000000  1.56665382   -0.33945172 
0.00500000   1.79924828   -0.03826549  1.56618643   -0.33898434 
0.01000000   1.79699286   -0.07654434  1.56478278   -0.33758069 
0.01500000   1.79323296   -0.11484964  1.56243840   -0.33523630 
0.02000000   1.78796728   -0.15319400  1.55914585   -0.33194376 
0.02500000   1.78119406   -0.19158923  1.55489477   -0.32769268 
0.03000000   1.77291108   -0.23004612  1.54967189   -0.32246980 
0.03500000   1.76311573   -0.26857417  1.54346108   -0.31625899 
0.04000000   1.75180506   -0.30718131  1.53624341   -0.30904132 
0.04500000   1.73897582   -0.34587365  1.52799725   -0.30079516 
0.05000000   1.72462458   -0.38465517  1.51869832   -0.29149623 
0.05500000   1.70874781   -0.42352745  1.50831982   -0.28111773 
0.06000000   1.69134194   -0.46248939  1.49683257   -0.26963048 
0.06500000   1.67240352   -0.50153692  1.48420514   -0.25700305 
0.07000000   1.65192933   -0.54066268  1.47040404   -0.24320195 
0.07500000   1.62991650   -0.57985577  1.45539392   -0.22819183 
0.08000000   1.60636265   -0.61910140  1.43913781   -0.21193572 
0.08500000   1.58126607   -0.65838065  1.42159738   -0.19439529 
0.09000000   1.55462590   -0.69767014  1.40273325   -0.17553115 
0.09500000   1.52644226   -0.73694181  1.38250532   -0.15530323 
0.10000000   1.49671650   -0.77616260  1.36087318   -0.13367109 
0.10500000   1.46545133   -0.81529425  1.33779650   -0.11059440 
0.11000000   1.43265110   -0.85429309  1.31323551   -0.08603341 
0.11500000   1.39832199   -0.89310984  1.28715150   -0.05994941 
0.12000000   1.36247220   -0.93168949  1.25950740   -0.03230531 
0.12500000   1.32511223   -0.96997117  1.23026832   -0.00306622 
0.13000000   1.28625508   -1.00788816  1.19940221   0.02779989  
0.13500000   1.24591648   -1.04536789  1.16688053   0.06032157  
0.14000000   1.20411514   -1.08233204  1.13267893   0.09452317  
0.14500000   1.16087294   -1.11869670  1.09677795   0.13042414  
0.15000000   1.11621518   -1.15437267  1.05916378   0.16803831  
0.15500000   1.07017074   -1.18926578  1.01982895   0.20737314  
0.16000000   1.02277230   -1.22327735  0.97877307   0.24842903  
0.16500000   0.97405652   -1.25630475  0.93600350   0.29119859  
0.17000000   0.92406413   -1.28824208  0.89153606   0.33566604  
0.17500000   0.87284009   -1.31898088  0.84539554   0.38180655  
0.18000000   0.82043364   -1.34841105  0.79761634   0.42958576  
0.18500000   0.76689837   -1.37642178  0.74824279   0.47895931  
0.19000000   0.71229224   -1.40290258  0.69732959   0.52987251  
0.19500000   0.65667750   -1.42774440  0.64494194   0.58226015  
0.20000000   0.60012065   -1.45084084  0.59115568   0.63604642  
0.20500000   0.54269230   -1.47208930  0.53605715   0.69114494  
0.21000000   0.48446700   -1.49139224  0.47974303   0.74745907  
0.21500000   0.42552299   -1.50865839  0.42231985   0.80488224  
0.22000000   0.36594197   -1.52380393  0.36390353   0.86329856  
0.22500000   0.30580879   -1.53675363  0.30461856   0.92258354  
0.23000000   0.24521103   -1.54744190  0.24459715   0.98260495  
0.23500000   0.18423866   -1.55581368  0.18397820   1.04322390  
0.24000000   0.12298361   -1.56182530  0.12290612   1.10429598  
0.24500000   0.06153925   -1.56544508  0.06152954   1.16567255  
0.25000000   0.00000000   -1.56665382  0.00000000   1.22720209  
0.25500000   -0.06153925  -1.56544508  -0.06152954  1.28873164  
0.26000000   -0.12298361  -1.56182530  -0.12290612  1.35010821  
0.26500000   -0.18423866  -1.55581368  -0.18397820  1.41118029  
0.27000000   -0.24521103  -1.54744190  -0.24459715  1.47179924  
0.27500000   -0.30580879  -1.53675363  -0.30461856  1.53182065  
0.28000000   -0.36594197  -1.52380393  -0.36390353  1.59110563  
0.28500000   -0.42552299  -1.50865839  -0.42231985  1.64952195  
0.29000000   -0.48446700  -1.49139224  -0.47974303  1.70694512  
0.29500000   -0.54269230  -1.47208930  -0.53605715  1.76325925  
0.30000000   -0.60012065  -1.45084084  -0.59115568  1.81835777  
0.30500000   -0.65667750  -1.42774440  -0.64494194  1.87214404  
0.31000000   -0.71229224  -1.40290258  -0.69732959  1.92453168  
0.31500000   -0.76689837  -1.37642178  -0.74824279  1.97544488  
0.32000000   -0.82043364  -1.34841105  -0.79761634  2.02481843  
0.32500000   -0.87284009  -1.31898088  -0.84539554  2.07259764  
0.33000000   -0.92406413  -1.28824208  -0.89153606  2.11873815  
