Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   1.00000000   -0.00000000  0.95885108   -0.49915338 
0.00500000   0.99952786   -0.02818633  0.95843671   -0.49873901 
0.01000000   0.99811171   -0.05635554  0.95719352   -0.49749583 
0.01500000   0.99575243   -0.08449048  0.95512133   -0.49542363 
0.02000000   0.99245145   -0.11257383  0.95221979   -0.49252209 
0.02500000   0.98821078   -0.14058810  0.94848847   -0.48879077 
0.03000000   0.98303305   -0.16851554  0.94392685   -0.48422916 
0.03500000   0.97692146   -0.19633808  0.93853436   -0.47883667 
0.04000000   0.96987982   -0.22403729  0.93231040   -0.47261271 
0.04500000   0.96191260   -0.25159430  0.92525439   -0.46555670 
0.05000000   0.95302487   -0.27898979  0.91736584   -0.45766815 
0.05500000   0.94322238   -0.30620387  0.90864436   -0.44894667 
0.06000000   0.93251154   -0.33321613  0.89908976   -0.43939207 
0.06500000   0.92089947   -0.36000553  0.88870209   -0.42900440 
0.07000000   0.90839399   -0.38655040  0.87748172   -0.41778403 
0.07500000   0.89500366   -0.41282842  0.86542942   -0.40573173 
0.08000000   0.88073782   -0.43881659  0.85254641   -0.39284872 
0.08500000   0.86560656   -0.46449121  0.83883449   -0.37913680 
0.09000000   0.84962079   -0.48982789  0.82429608   -0.36459838 
0.09500000   0.83279226   -0.51480157  0.80893432   -0.34923663 
0.10000000   0.81513356   -0.53938648  0.79275318   -0.33305549 
0.10500000   0.79665814   -0.56355624  0.77575754   -0.31605984 
0.11000000   0.77738036   -0.58728380  0.75795325   -0.29825556 
0.11500000   0.75731551   -0.61054155  0.73934728   -0.27964959 
0.12000000   0.73647979   -0.63330137  0.71994775   -0.26025006 
0.12500000   0.71489035   -0.65553462  0.69976407   -0.24006637 
0.13000000   0.69256533   -0.67721229  0.67880697   -0.21910927 
0.13500000   0.66952382   -0.69830505  0.65708862   -0.19739092 
0.14000000   0.64578592   -0.71878330  0.63462269   -0.17492499 
0.14500000   0.62137271   -0.73861734  0.61142441   -0.15172671 
0.15000000   0.59630627   -0.75777742  0.58751065   -0.12781296 
0.15500000   0.57060967   -0.77623388  0.56289995   -0.10320226 
0.16000000   0.54430697   -0.79395725  0.53761257   -0.07791487 
0.16500000   0.51742324   -0.81091841  0.51167052   -0.05197282 
0.17000000   0.48998447   -0.82708870  0.48509758   -0.02539989 
0.17500000   0.46201764   -0.84244008  0.45791932   0.00177837  
0.18000000   0.43355064   -0.85694523  0.43016307   0.02953462  
0.18500000   0.40461226   -0.87057774  0.40185792   0.05783977  
0.19000000   0.37523217   -0.88331224  0.37303469   0.08666300  
0.19500000   0.34544085   -0.89512453  0.34372586   0.11597183  
0.20000000   0.31526960   -0.90599174  0.31396554   0.14573215  
0.20500000   0.28475042   -0.91589245  0.28378938   0.17590831  
0.21000000   0.25391604   -0.92480684  0.25323447   0.20646322  
0.21500000   0.22279981   -0.93271680  0.22233927   0.23735842  
0.22000000   0.19143564   -0.93960607  0.19114346   0.26855424  
0.22500000   0.15985799   -0.94546030  0.15968783   0.30000987  
0.23000000   0.12810173   -0.95026721  0.12801415   0.33168354  
