time         theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   0.00000000   2.01000000   0.00000000   2.02005000  
0.03000000   0.06029096   2.00909584   0.00181695   2.01823305  
0.06000000   0.12052771   2.00638746   0.00725468   2.01279532  
0.09000000   0.18065628   2.00188710   0.01627401   2.00377599  
0.12000000   0.24062321   1.99561502   0.02881035   1.99123965  
0.15000000   0.30037574   1.98759925   0.04477462   1.97527538  
0.18000000   0.35986208   1.97787532   0.06405460   1.95599540  
0.21000000   0.41903161   1.96648589   0.08651662   1.93353338  
0.24000000   0.47783507   1.95348026   0.11200744   1.90804256  
0.27000000   0.53622481   1.93891388   0.14035648   1.87969352  
0.30000000   0.59415491   1.92284783   0.17137811   1.84867189  
0.33000000   0.65158134   1.90534815   0.20487420   1.81517580  
0.36000000   0.70846216   1.88648530   0.24063661   1.77941339  
0.39000000   0.76475757   1.86633343   0.27844977   1.74160023  
0.42000000   0.82043005   1.84496976   0.31809329   1.70195671  
0.45000000   0.87544444   1.82247396   0.35934433   1.66070567  
0.48000000   0.92976798   1.79892743   0.40198004   1.61806996  
0.51000000   0.98337040   1.77441274   0.44577972   1.57427028  
0.54000000   1.03622389   1.74901296   0.49052683   1.52952317  
0.57000000   1.08830316   1.72281117   0.53601083   1.48403917  
0.60000000   1.13958537   1.69588986   0.58202878   1.43802122  
0.63000000   1.19005017   1.66833048   0.62838670   1.39166330  
0.66000000   1.23967962   1.64021296   0.67490072   1.34514928  
0.69000000   1.28845815   1.61161535   0.72139799   1.29865201  
0.72000000   1.33637250   1.58261342   0.76771739   1.25233261  
0.75000000   1.38341164   1.55328040   0.81371000   1.20634000  
0.78000000   1.42956671   1.52368671   0.85923941   1.16081059  
0.81000000   1.47483091   1.49389972   0.90418181   1.11586819  
0.84000000   1.51919941   1.46398363   0.94842597   1.07162403  
0.87000000   1.56266925   1.43399930   0.99187301   1.02817699  
0.90000000   1.60523926   1.40400419   1.03443612   0.98561388  
0.93000000   1.64690993   1.37405230   1.07604014   0.94400986  
0.96000000   1.68768333   1.34419416   1.11662103   0.90342897  
0.99000000   1.72756299   1.31447682   1.15612534   0.86392466  
1.02000000   1.76655379   1.28494390   1.19450959   0.82554041  
1.05000000   1.80466187   1.25563564   1.23173956   0.78831044  
1.08000000   1.84189455   1.22658900   1.26778971   0.75226029  
1.11000000   1.87826017   1.19783773   1.30264239   0.71740761  
1.14000000   1.91376807   1.16941247   1.33628724   0.68376276  
1.17000000   1.94842845   1.14134090   1.36872047   0.65132953  
1.20000000   1.98225231   1.11364786   1.39994422   0.62010578  
1.23000000   2.01525133   1.08635547   1.42996590   0.59008410  
1.26000000   2.04743784   1.05948325   1.45879762   0.56125238  
1.29000000   2.07882470   1.03304833   1.48645557   0.53359443  
1.32000000   2.10942526   1.00706550   1.51295954   0.50709046  
1.35000000   2.13925328   0.98154744   1.53833231   0.48171769  
1.38000000   2.16832286   0.95650477   1.56259931   0.45745069  
1.41000000   2.19664841   0.93194628   1.58578807   0.43426193  
1.44000000   2.22424455   0.90787898   1.60792788   0.41212212  
1.47000000   2.25112611   0.88430829   1.62904942   0.39100058  
1.50000000   2.27730806   0.86123813   1.64918444   0.37086556  
1.53000000   2.30280543   0.83867106   1.66836542   0.35168458  
1.56000000   2.32763336   0.81660838   1.68662537   0.33342463  
1.59000000   2.35180698   0.79505025   1.70399755   0.31605245  
1.62000000   2.37534142   0.77399578   1.72051526   0.29953474  
1.65000000   2.39825175   0.75344315   1.73621171   0.28383829  
1.68000000   2.42055300   0.73338968   1.75111979   0.26893021  
1.71000000   2.44226009   0.71383193   1.76527199   0.25477801  
1.74000000   2.46338783   0.69476578   1.77870026   0.24134974  
1.77000000   2.48395090   0.67618649   1.79143592   0.22861408  
1.80000000   2.50396383   0.65808881   1.80350956   0.21654044  
