Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   3.12000000   -0.00000000  1.99988344   -0.00011655 
0.00500000   3.11984874   -0.00256018  1.99988180   -0.00011491 
0.01000000   3.11939285   -0.00515621  1.99987679   -0.00010991 
0.01500000   3.11862593   -0.00782448  1.99986813   -0.00010125 
0.02000000   3.11753725   -0.01060235  1.99985534   -0.00008845 
0.02500000   3.11611156   -0.01352872  1.99983768   -0.00007079 
0.03000000   3.11432889   -0.01664459  1.99981417   -0.00004729 
0.03500000   3.11216426   -0.01999358  1.99978350   -0.00001661 
0.04000000   3.10958736   -0.02362259  1.99974392   0.00002297  
0.04500000   3.10656211   -0.02758240  1.99969322   0.00007366  
0.05000000   3.10304614   -0.03192844  1.99962855   0.00013833  
0.05500000   3.09899021   -0.03672150  1.99954628   0.00022061  
0.06000000   3.09433756   -0.04202861  1.99944176   0.00032512  
0.06500000   3.08902305   -0.04792392  1.99930915   0.00045774  
0.07000000   3.08297232   -0.05448977  1.99914098   0.00062591  
0.07500000   3.07610072   -0.06181777  1.99892780   0.00083909  
0.08000000   3.06831215   -0.07001003  1.99865764   0.00110925  
0.08500000   3.05949777   -0.07918056  1.99831534   0.00145154  
0.09000000   3.04953443   -0.08945674  1.99788169   0.00188519  
0.09500000   3.03828309   -0.10098095  1.99733238   0.00243451  
0.10000000   3.02558684   -0.11391241  1.99663661   0.00313028  
0.10500000   3.01126890   -0.12842909  1.99575543   0.00401146  
0.11000000   2.99513017   -0.14472980  1.99463958   0.00512731  
0.11500000   2.97694672   -0.16303642  1.99322676   0.00654013  
0.12000000   2.95646690   -0.18359617  1.99143823   0.00832866  
0.12500000   2.93340817   -0.20668392  1.98917459   0.01059230  
0.13000000   2.90745377   -0.23260440  1.98631039   0.01345650  
0.13500000   2.87824899   -0.26169410  1.98268756   0.01707933  
0.14000000   2.84539737   -0.29432277  1.97810715   0.02165974  
0.14500000   2.80845672   -0.33089385  1.97231920   0.02744769  
0.15000000   2.76693517   -0.37184369  1.96501044   0.03475644  
0.15500000   2.72028739   -0.41763850  1.95578932   0.04397757  
0.16000000   2.66791144   -0.46876819  1.94416824   0.05559864  
0.16500000   2.60914651   -0.52573568  1.92954289   0.07022400  
0.17000000   2.54327233   -0.58903993  1.91116868   0.08859821  
0.17500000   2.46951104   -0.65915032  1.88813523   0.11163166  
0.18000000   2.38703277   -0.73646970  1.85934025   0.14042664  
0.18500000   2.29496637   -0.82128302  1.82346593   0.17630096  
0.19000000   2.19241726   -0.91368840  1.77896242   0.22080447  
0.19500000   2.07849457   -1.01350854  1.72404589   0.27572100  
0.20000000   1.95234996   -1.12018219  1.65672135   0.34304553  
0.20500000   1.81323025   -1.23264010  1.57484354   0.42492335  
0.21000000   1.66054518   -1.34917639  1.47623062   0.52353627  
0.21500000   1.49394967   -1.46733632  1.35884433   0.64092256  
0.22000000   1.31343679   -1.58385279  1.22104223   0.77872466  
0.22500000   1.11943345   -1.69467355  1.06189234   0.93787455  
0.23000000   0.91288518   -1.79512240  0.88151536   1.11825153  
0.23500000   0.69531247   -1.88022363  0.68139039   1.31837649  
0.24000000   0.46881904   -1.94518348  0.46453739   1.53522950  
0.24500000   0.23603655   -1.98597047  0.23548900   1.76427789  
0.25000000   0.00000000   -1.99988344  0.00000000   1.99976689  
0.25500000   -0.23603655  -1.98597047  -0.23548900  2.23525589  
0.26000000   -0.46881904  -1.94518348  -0.46453739  2.46430428  
0.26500000   -0.69531247  -1.88022363  -0.68139039  2.68115728  
0.27000000   -0.91288518  -1.79512240  -0.88151536  2.88128225  
0.27500000   -1.11943345  -1.69467355  -1.06189234  3.06165923  
0.28000000   -1.31343679  -1.58385279  -1.22104223  3.22080912  
0.28500000   -1.49394967  -1.46733632  -1.35884433  3.35861121  
0.29000000   -1.66054518  -1.34917639  -1.47623062  3.47599751  
0.29500000   -1.81323025  -1.23264010  -1.57484354  3.57461042  
0.30000000   -1.95234996  -1.12018219  -1.65672135  3.65648824  
0.30500000   -2.07849457  -1.01350854  -1.72404589  3.72381277  
0.31000000   -2.19241726  -0.91368840  -1.77896242  3.77872930  
0.31500000   -2.29496637  -0.82128302  -1.82346593  3.82323281  
0.32000000   -2.38703277  -0.73646970  -1.85934025  3.85910714  
0.32500000   -2.46951104  -0.65915032  -1.88813523  3.88790211  
0.33000000   -2.54327233  -0.58903993  -1.91116868  3.91093557  
0.33500000   -2.60914651  -0.52573568  -1.92954289  3.92930978  
0.34000000   -2.66791144  -0.46876819  -1.94416824  3.94393513  
0.34500000   -2.72028739  -0.41763850  -1.95578932  3.95555621  
0.35000000   -2.76693517  -0.37184369  -1.96501044  3.96477733  
0.35500000   -2.80845672  -0.33089385  -1.97231920  3.97208609  
0.36000000   -2.84539737  -0.29432277  -1.97810715  3.97787403  
0.36500000   -2.87824899  -0.26169410  -1.98268756  3.98245445  
0.37000000   -2.90745377  -0.23260440  -1.98631039  3.98607728  
0.37500000   -2.93340817  -0.20668392  -1.98917459  3.98894147  
0.38000000   -2.95646690  -0.18359617  -1.99143823  3.99120512  
0.38500000   -2.97694672  -0.16303642  -1.99322676  3.99299364  
0.39000000   -2.99513017  -0.14472980  -1.99463958  3.99440647  
0.39500000   -3.01126890  -0.12842909  -1.99575543  3.99552232  
0.40000000   -3.02558684  -0.11391241  -1.99663661  3.99640349  
0.40500000   -3.03828309  -0.10098095  -1.99733238  3.99709926  
0.41000000   -3.04953443  -0.08945674  -1.99788169  3.99764858  
0.41500000   -3.05949777  -0.07918056  -1.99831534  3.99808223  
0.42000000   -3.06831215  -0.07001003  -1.99865764  3.99842453  
0.42500000   -3.07610072  -0.06181777  -1.99892780  3.99869469  
0.43000000   -3.08297232  -0.05448977  -1.99914098  3.99890786  
0.43500000   -3.08902305  -0.04792392  -1.99930915  3.99907604  
0.44000000   -3.09433756  -0.04202861  -1.99944176  3.99920865  
0.44500000   -3.09899021  -0.03672150  -1.99954628  3.99931316  
0.45000000   -3.10304614  -0.03192844  -1.99962855  3.99939544  
0.45500000   -3.10656211  -0.02758240  -1.99969322  3.99946011  
