time         theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   0.00000000   2.00000000   0.00000000   2.00000000  
0.00625000   0.39752938   1.96062250   0.07797971   1.92202029  
0.01250000   0.77980245   1.84989322   0.28894754   1.71105246  
0.01875000   1.13430913   1.68686610   0.57724137   1.42275863  
0.02500000   1.45292727   1.49505607   0.88240368   1.11759632  
0.03125000   1.73209974   1.29568142   1.16060483   0.83939517  
0.03750000   1.97195794   1.10409420   1.39048800   0.60951200  
0.04375000   2.17506282   0.92934535   1.56815861   0.43184139  
0.05000000   2.34525586   0.77546135   1.69932985   0.30067015  
0.05625000   2.48682350   0.64313524   1.79318853   0.20681147  
0.06250000   2.60398056   0.53116110   1.85893394   0.14106606  
0.06875000   2.70059723   0.43743062   1.90432722   0.09567278  
0.07500000   2.78008500   0.35954234   1.93536465   0.06463535  
0.08125000   2.84537509   0.29513576   1.95644744   0.04355256  
0.08750000   2.89894502   0.24205280   1.97070522   0.02929478  
0.09375000   2.94286641   0.19839940   1.98031884   0.01968116  
0.10000000   2.97885930   0.16255385   1.98678812   0.01321188  
0.10625000   3.00834514   0.13314896   1.99113568   0.00886432  
0.11250000   3.03249495   0.10904360   1.99405475   0.00594525  
0.11875000   3.05227144   0.08929153   1.99601351   0.00398649  
0.12500000   3.06846495   0.07311141   1.99732736   0.00267264  
0.13125000   3.08172373   0.05985998   1.99820839   0.00179161  
0.13750000   3.09257916   0.04900858   1.99879908   0.00120092  
0.14375000   3.10146661   0.04012335   1.99919506   0.00080494  
0.15000000   3.10874271   0.03284847   1.99946049   0.00053951  
0.15625000   3.11469952   0.02689232   1.99963840   0.00036160  
0.16250000   3.11957622   0.02201599   1.99975765   0.00024235  
0.16875000   3.12356862   0.01802379   1.99983757   0.00016243  
0.17500000   3.12683707   0.01475545   1.99989114   0.00010886  
0.18125000   3.12951283   0.01207975   1.99992704   0.00007296  
0.18750000   3.13170337   0.00988924   1.99995110   0.00004890  
0.19375000   3.13349669   0.00809594   1.99996723   0.00003277  
0.20000000   3.13496481   0.00662783   1.99997804   0.00002196  
0.20625000   3.13616670   0.00542594   1.99998528   0.00001472  
0.21250000   3.13715065   0.00444201   1.99999013   0.00000987  
0.21875000   3.13795616   0.00363649   1.99999339   0.00000661  
0.22500000   3.13861560   0.00297705   1.99999557   0.00000443  
0.23125000   3.13915546   0.00243719   1.99999703   0.00000297  
0.23750000   3.13959742   0.00199523   1.99999801   0.00000199  
0.24375000   3.13995924   0.00163342   1.99999867   0.00000133  
0.25000000   3.14025544   0.00133721   1.99999911   0.00000089  
0.25625000   3.14049793   0.00109472   1.99999940   0.00000060  
0.26250000   3.14069645   0.00089621   1.99999960   0.00000040  
0.26875000   3.14085897   0.00073369   1.99999973   0.00000027  
0.27500000   3.14099201   0.00060064   1.99999982   0.00000018  
0.28125000   3.14110093   0.00049172   1.99999988   0.00000012  
0.28750000   3.14119010   0.00040255   1.99999992   0.00000008  
0.29375000   3.14126310   0.00032955   1.99999995   0.00000005  
0.30000000   3.14132286   0.00026979   1.99999996   0.00000004  
0.30625000   3.14137179   0.00022087   1.99999998   0.00000002  
0.31250000   3.14141184   0.00018082   1.99999998   0.00000002  
0.31875000   3.14144463   0.00014803   1.99999999   0.00000001  
0.32500000   3.14147147   0.00012118   1.99999999   0.00000001  
0.33125000   3.14149345   0.00009921   2.00000000   0.00000000  
0.33750000   3.14151144   0.00008122   2.00000000   0.00000000  
0.34375000   3.14152617   0.00006649   2.00000000   0.00000000  
0.35000000   3.14153822   0.00005444   2.00000000   0.00000000  
0.35625000   3.14154810   0.00004457   2.00000000   0.00000000  
0.36250000   3.14155618   0.00003649   2.00000000   0.00000000  
0.36875000   3.14156279   0.00002987   2.00000000   0.00000000  
0.37500000   3.14156821   0.00002446   2.00000000   0.00000000  
0.38125000   3.14157265   0.00002003   2.00000000   0.00000000  
0.38750000   3.14157628   0.00001640   2.00000000   0.00000000  
0.39375000   3.14157925   0.00001343   2.00000000   0.00000000  
0.40000000   3.14158169   0.00001100   2.00000000   0.00000000  
0.40625000   3.14158369   0.00000901   2.00000000   0.00000000  
0.41250000   3.14158532   0.00000739   2.00000000   0.00000000  
0.41875000   3.14158666   0.00000606   2.00000000   0.00000000  
0.42500000   3.14158776   0.00000497   2.00000000   0.00000000  
0.43125000   3.14158866   0.00000409   2.00000000   0.00000000  
0.43750000   3.14158941   0.00000337   2.00000000   0.00000000  
0.44375000   3.14159002   0.00000278   2.00000000   0.00000000  
0.45000000   3.14159053   0.00000231   2.00000000   0.00000000  
0.45625000   3.14159095   0.00000192   2.00000000   0.00000000  
0.46250000   3.14159130   0.00000162   2.00000000   0.00000000  
0.46875000   3.14159160   0.00000138   2.00000000   0.00000000  
0.47500000   3.14159186   0.00000120   2.00000000   0.00000000  
0.48125000   3.14159208   0.00000106   2.00000000   0.00000000  
0.48750000   3.14159229   0.00000097   2.00000000   0.00000000  
0.49375000   3.14159247   0.00000091   2.00000000   0.00000000  
0.50000000   3.14159265   0.00000089   2.00000000   0.00000000  
0.50625000   3.14159283   0.00000091   2.00000000   0.00000000  
0.51250000   3.14159302   0.00000097   2.00000000   0.00000000  
0.51875000   3.14159322   0.00000106   2.00000000   0.00000000  
0.52500000   3.14159345   0.00000120   2.00000000   0.00000000  
0.53125000   3.14159370   0.00000138   2.00000000   0.00000000  
0.53750000   3.14159400   0.00000162   2.00000000   0.00000000  
0.54375000   3.14159436   0.00000192   2.00000000   0.00000000  
0.55000000   3.14159478   0.00000231   2.00000000   0.00000000  
0.55625000   3.14159529   0.00000278   2.00000000   0.00000000  
0.56250000   3.14159590   0.00000337   2.00000000   0.00000000  
0.56875000   3.14159664   0.00000409   2.00000000   0.00000000  
0.57500000   3.14159755   0.00000497   2.00000000   0.00000000  
0.58125000   3.14159865   0.00000606   2.00000000   0.00000000  
0.58750000   3.14159999   0.00000739   2.00000000   0.00000000  
0.59375000   3.14160162   0.00000901   2.00000000   0.00000000  
0.60000000   3.14160362   0.00001100   2.00000000   0.00000000  
0.60625000   3.14160605   0.00001343   2.00000000   0.00000000  
0.61250000   3.14160903   0.00001640   2.00000000   0.00000000  
0.61875000   3.14161266   0.00002003   2.00000000   0.00000000  
0.62500000   3.14161709   0.00002446   2.00000000   0.00000000  
0.63125000   3.14162251   0.00002987   2.00000000   0.00000000  
0.63750000   3.14162913   0.00003649   2.00000000   0.00000000  
0.64375000   3.14163721   0.00004457   2.00000000   0.00000000  
0.65000000   3.14164708   0.00005444   2.00000000   0.00000000  
0.65625000   3.14165914   0.00006649   2.00000000   0.00000000  
0.66250000   3.14167387   0.00008122   2.00000000   0.00000000  
0.66875000   3.14169186   0.00009921   2.00000000   0.00000000  
0.67500000   3.14171384   0.00012118   1.99999999   0.00000001  
0.68125000   3.14174068   0.00014803   1.99999999   0.00000001  
0.68750000   3.14177347   0.00018082   1.99999998   0.00000002  
0.69375000   3.14181352   0.00022087   1.99999998   0.00000002  
0.70000000   3.14186244   0.00026979   1.99999996   0.00000004  
0.70625000   3.14192221   0.00032955   1.99999995   0.00000005  
0.71250000   3.14199520   0.00040255   1.99999992   0.00000008  
0.71875000   3.14208437   0.00049172   1.99999988   0.00000012  
0.72500000   3.14219329   0.00060064   1.99999982   0.00000018  
0.73125000   3.14232634   0.00073369   1.99999973   0.00000027  
0.73750000   3.14248886   0.00089621   1.99999960   0.00000040  
0.74375000   3.14268738   0.00109472   1.99999940   0.00000060  
0.75000000   3.14292987   0.00133721   1.99999911   0.00000089  
0.75625000   3.14322607   0.00163342   1.99999867   0.00000133  
0.76250000   3.14358789   0.00199523   1.99999801   0.00000199  
0.76875000   3.14402985   0.00243719   1.99999703   0.00000297  
0.77500000   3.14456971   0.00297705   1.99999557   0.00000443  
0.78125000   3.14522915   0.00363649   1.99999339   0.00000661  
0.78750000   3.14603466   0.00444201   1.99999013   0.00000987  
0.79375000   3.14701860   0.00542594   1.99998528   0.00001472  
0.80000000   3.14822050   0.00662783   1.99997804   0.00002196  
0.80625000   3.14968862   0.00809594   1.99996723   0.00003277  
0.81250000   3.15148193   0.00988924   1.99995110   0.00004890  
0.81875000   3.15367248   0.01207975   1.99992704   0.00007296  
0.82500000   3.15634824   0.01475545   1.99989114   0.00010886  
0.83125000   3.15961669   0.01802379   1.99983757   0.00016243  
0.83750000   3.16360909   0.02201599   1.99975765   0.00024235  
0.84375000   3.16848579   0.02689232   1.99963840   0.00036160  
0.85000000   3.17444260   0.03284847   1.99946049   0.00053951  
0.85625000   3.18171870   0.04012335   1.99919506   0.00080494  
0.86250000   3.19060614   0.04900858   1.99879908   0.00120092  
