time         theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   0.00000000   2.30000000   0.00000000   2.64500000  
0.00625000   0.05418676   2.29936176   0.00146774   2.64353226  
0.01250000   0.10834346   2.29744928   0.00586341   2.63913659  
0.01875000   0.16244014   2.29426920   0.01316441   2.63183559  
0.02500000   0.21644707   2.28983259   0.02333336   2.62166664  
0.03125000   0.27033481   2.28415478   0.03631846   2.60868154  
0.03750000   0.32407434   2.27725532   0.05205411   2.59294589  
0.04375000   0.37763714   2.26915776   0.07046152   2.57453848  
0.05000000   0.43099529   2.25988955   0.09144961   2.55355039  
0.05625000   0.48412159   2.24948178   0.11491587   2.53008413  
0.06250000   0.53698957   2.23796897   0.14074744   2.50425256  
0.06875000   0.58957364   2.22538887   0.16882219   2.47617781  
0.07500000   0.64184913   2.21178213   0.19900990   2.44599010  
0.08125000   0.69379234   2.19719208   0.23117349   2.41382651  
0.08750000   0.74538065   2.18166440   0.26517022   2.37982978  
0.09375000   0.79659253   2.16524688   0.30085297   2.34414703  
0.10000000   0.84740759   2.14798909   0.33807144   2.30692856  
0.10625000   0.89780662   2.12994207   0.37667339   2.26832661  
0.11250000   0.94777165   2.11115808   0.41650578   2.22849422  
0.11875000   0.99728594   2.09169028   0.45741588   2.18758412  
0.12500000   1.04633401   2.07159246   0.49925233   2.14574767  
0.13125000   1.09490164   2.05091877   0.54186610   2.10313390  
0.13750000   1.14297592   2.02972345   0.58511137   2.05988863  
0.14375000   1.19054519   2.00806059   0.62884632   2.01615368  
0.15000000   1.23759907   1.98598394   0.67293390   1.97206610  
0.15625000   1.28412844   1.96354662   0.71724233   1.92775767  
0.16250000   1.33012541   1.94080100   0.76164574   1.88335426  
0.16875000   1.37558332   1.91779848   0.80602450   1.83897550  
0.17500000   1.42049673   1.89458932   0.85026565   1.79473435  
0.18125000   1.46486135   1.87122257   0.89426305   1.75073695  
0.18750000   1.50867401   1.84774585   0.93791763   1.70708237  
0.19375000   1.55193269   1.82420532   0.98113748   1.66386252  
0.20000000   1.59463640   1.80064554   1.02383781   1.62116219  
0.20625000   1.63678520   1.77710946   1.06594099   1.57905901  
0.21250000   1.67838013   1.75363828   1.10737639   1.53762361  
0.21875000   1.71942320   1.73027149   1.14808028   1.49691972  
0.22500000   1.75991731   1.70704679   1.18799563   1.45700437  
0.23125000   1.79986624   1.68400010   1.22707183   1.41792817  
0.23750000   1.83927458   1.66116554   1.26526452   1.37973548  
0.24375000   1.87814773   1.63857547   1.30253522   1.34246478  
0.25000000   1.91649179   1.61626045   1.33885108   1.30614892  
0.25625000   1.95431360   1.59424933   1.37418454   1.27081546  
0.26250000   1.99162065   1.57256924   1.40851299   1.23648701  
0.26875000   2.02842102   1.55124565   1.44181846   1.20318154  
0.27500000   2.06472342   1.53030242   1.47408725   1.17091275  
0.28125000   2.10053705   1.50976182   1.50530962   1.13969038  
0.28750000   2.13587167   1.48964462   1.53547945   1.10952055  
0.29375000   2.17073747   1.46997014   1.56459389   1.08040611  
0.30000000   2.20514510   1.45075628   1.59265310   1.05234690  
0.30625000   2.23910561   1.43201964   1.61965988   1.02534012  
0.31250000   2.27263043   1.41377551   1.64561940   0.99938060  
0.31875000   2.30573132   1.39603801   1.67053893   0.97446107  
0.32500000   2.33842039   1.37882010   1.69442757   0.95057243  
0.33125000   2.37071002   1.36213365   1.71729596   0.92770404  
0.33750000   2.40261286   1.34598954   1.73915609   0.90584391  
0.34375000   2.43414180   1.33039766   1.76002103   0.88497897  
0.35000000   2.46530996   1.31536705   1.77990476   0.86509524  
0.35625000   2.49613068   1.30090588   1.79882194   0.84617806  
0.36250000   2.52661745   1.28702156   1.81678775   0.82821225  
0.36875000   2.55678394   1.27372077   1.83381770   0.81118230  
0.37500000   2.58664397   1.26100953   1.84992748   0.79507252  
0.38125000   2.61621151   1.24889323   1.86513285   0.77986715  
0.38750000   2.64550063   1.23737671   1.87944944   0.76555056  
0.39375000   2.67452550   1.22646427   1.89289270   0.75210730  
0.40000000   2.70330042   1.21615974   1.90547775   0.73952225  
0.40625000   2.73183974   1.20646651   1.91721929   0.72778071  
0.41250000   2.76015790   1.19738757   1.92813150   0.71686850  
0.41875000   2.78826941   1.18892557   1.93822800   0.70677200  
0.42500000   2.81618883   1.18108280   1.94752171   0.69747829  
0.43125000   2.84393078   1.17386128   1.95602484   0.68897516  
0.43750000   2.87150992   1.16726276   1.96374883   0.68125117  
0.44375000   2.89894094   1.16128873   1.97070424   0.67429576  
0.45000000   2.92623857   1.15594049   1.97690079   0.66809921  
0.45625000   2.95341757   1.15121914   1.98234725   0.66265275  
0.46250000   2.98049272   1.14712558   1.98705145   0.65794855  
0.46875000   3.00747882   1.14366060   1.99102021   0.65397979  
0.47500000   3.03439070   1.14082481   1.99425937   0.65074063  
0.48125000   3.06124317   1.13861871   1.99677372   0.64822628  
0.48750000   3.08805109   1.13704266   1.99856699   0.64643301  
0.49375000   3.11482930   1.13609693   1.99964188   0.64535812  
0.50000000   3.14159265   1.13578167   2.00000000   0.64500000  
0.50625000   3.16835601   1.13609693   1.99964188   0.64535812  
0.51250000   3.19513422   1.13704266   1.99856699   0.64643301  
0.51875000   3.22194214   1.13861871   1.99677372   0.64822628  
0.52500000   3.24879461   1.14082481   1.99425937   0.65074063  
0.53125000   3.27570649   1.14366060   1.99102021   0.65397979  
0.53750000   3.30269259   1.14712558   1.98705145   0.65794855  
0.54375000   3.32976774   1.15121914   1.98234725   0.66265275  
0.55000000   3.35694674   1.15594049   1.97690079   0.66809921  
0.55625000   3.38424437   1.16128873   1.97070424   0.67429576  
0.56250000   3.41167539   1.16726276   1.96374883   0.68125117  
0.56875000   3.43925452   1.17386128   1.95602484   0.68897516  
0.57500000   3.46699647   1.18108280   1.94752171   0.69747829  
0.58125000   3.49491590   1.18892557   1.93822800   0.70677200  
0.58750000   3.52302741   1.19738757   1.92813150   0.71686850  
0.59375000   3.55134557   1.20646651   1.91721929   0.72778071  
0.60000000   3.57988489   1.21615974   1.90547775   0.73952225  
