Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   1.30000000   -0.00000000  1.21037281   -0.47787164 
0.00500000   1.29940659   -0.03381542  1.20990035   -0.47739918 
0.01000000   1.29762654   -0.06761967  1.20848249   -0.47598132 
0.01500000   1.29466046   -0.10140142  1.20611778   -0.47361661 
0.02000000   1.29050932   -0.13514908  1.20280384   -0.47030266 
0.02500000   1.28517454   -0.16885065  1.19853736   -0.46603619 
0.03000000   1.27865796   -0.20249356  1.19331417   -0.46081300 
0.03500000   1.27096185   -0.23606457  1.18712925   -0.45462808 
0.04000000   1.26208900   -0.26954962  1.17997684   -0.44747567 
0.04500000   1.25204267   -0.30293370  1.17185047   -0.43934930 
0.05000000   1.24082669   -0.33620075  1.16274305   -0.43024188 
0.05500000   1.22844547   -0.36933351  1.15264700   -0.42014583 
0.06000000   1.21490404   -0.40231344  1.14155431   -0.40905314 
0.06500000   1.20020810   -0.43512057  1.12945670   -0.39695552 
0.07000000   1.18436411   -0.46773347  1.11634571   -0.38384454 
0.07500000   1.16737926   -0.50012910  1.10221288   -0.36971170 
0.08000000   1.14926162   -0.53228275  1.08704987   -0.35454870 
0.08500000   1.13002014   -0.56416799  1.07084864   -0.33834747 
0.09000000   1.10966473   -0.59575660  1.05360164   -0.32110047 
0.09500000   1.08820632   -0.62701854  1.03530194   -0.30280076 
0.10000000   1.06565692   -0.65792189  1.01594346   -0.28344229 
0.10500000   1.04202972   -0.68843293  0.99552119   -0.26302002 
0.11000000   1.01733910   -0.71851603  0.97403134   -0.24153017 
0.11500000   0.99160073   -0.74813379  0.95147159   -0.21897041 
0.12000000   0.96483162   -0.77724701  0.92784127   -0.19534010 
0.12500000   0.93705019   -0.80581483  0.90314163   -0.17064046 
0.13000000   0.90827633   -0.83379476  0.87737600   -0.14487483 
0.13500000   0.87853144   -0.86114285  0.85055002   -0.11804885 
0.14000000   0.84783848   -0.88781381  0.82267186   -0.09017068 
