time         theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   0.00000000   3.00000000   0.00000000   4.50000000  
0.00625000   0.04523997   2.99965893   0.00102315   4.49897685  
0.01250000   0.09046966   2.99863649   0.00408959   4.49591041  
0.01875000   0.13567881   2.99693501   0.00919026   4.49080974  
0.02500000   0.18085720   2.99455835   0.01631013   4.48368987  
0.03125000   0.22599469   2.99151189   0.02542830   4.47457170  
0.03750000   0.27108123   2.98780252   0.03651807   4.46348193  
0.04375000   0.31610688   2.98343858   0.04954713   4.45045287  
0.05000000   0.36106185   2.97842987   0.06447777   4.43552223  
0.05625000   0.40593649   2.97278758   0.08126700   4.41873300  
0.06250000   0.45072135   2.96652426   0.09986689   4.40013311  
0.06875000   0.49540715   2.95965377   0.12022477   4.37977523  
0.07500000   0.53998486   2.95219121   0.14228353   4.35771647  
0.08125000   0.58444566   2.94415287   0.16598194   4.33401806  
0.08750000   0.62878101   2.93555619   0.19125493   4.30874507  
0.09375000   0.67298263   2.92641966   0.21803399   4.28196601  
0.10000000   0.71704251   2.91676278   0.24624744   4.25375256  
0.10625000   0.76095296   2.90660598   0.27582083   4.22417917  
0.11250000   0.80470661   2.89597054   0.30667731   4.19332269  
0.11875000   0.84829640   2.88487853   0.33873793   4.16126207  
0.12500000   0.89171561   2.87335273   0.37192205   4.12807795  
0.13125000   0.93495788   2.86141654   0.40614769   4.09385231  
0.13750000   0.97801721   2.84909395   0.44133185   4.05866815  
0.14375000   1.02088794   2.83640939   0.47739088   4.02260912  
0.15000000   1.06356481   2.82338775   0.51424080   3.98575920  
0.15625000   1.10604292   2.81005422   0.55179763   3.94820237  
0.16250000   1.14831777   2.79643428   0.58997766   3.91002234  
0.16875000   1.19038522   2.78255358   0.62869778   3.87130222  
0.17500000   1.23224153   2.76843792   0.66787573   3.83212427  
0.18125000   1.27388337   2.75411316   0.70743036   3.79256964  
0.18750000   1.31530776   2.73960513   0.74728186   3.75271814  
0.19375000   1.35651215   2.72493964   0.78735197   3.71264803  
0.20000000   1.39749435   2.71014236   0.82756420   3.67243580  
0.20625000   1.43825256   2.69523877   0.86784397   3.63215603  
0.21250000   1.47878537   2.68025416   0.90811882   3.59188118  
0.21875000   1.51909176   2.66521351   0.94831846   3.55168154  
0.22500000   1.55917105   2.65014151   0.98837499   3.51162501  
0.23125000   1.59902297   2.63506247   1.02822290   3.47177710  
0.23750000   1.63864759   2.62000030   1.06779921   3.43220079  
0.24375000   1.67804533   2.60497850   1.10704352   3.39295648  
0.25000000   1.71721699   2.59002006   1.14589803   3.35410197  
0.25625000   1.75616368   2.57514753   1.18430761   3.31569239  
0.26250000   1.79488687   2.56038288   1.22221974   3.27778026  
0.26875000   1.83338836   2.54574759   1.25958460   3.24041540  
0.27500000   1.87167024   2.53126254   1.29635498   3.20364502  
0.28125000   1.90973494   2.51694804   1.33248628   3.16751372  
0.28750000   1.94758518   2.50282381   1.36793649   3.13206351  
0.29375000   1.98522398   2.48890896   1.40266610   3.09733390  
0.30000000   2.02265462   2.47522198   1.43663808   3.06336192  
0.30625000   2.05988069   2.46178074   1.46981779   3.03018221  
0.31250000   2.09690602   2.44860248   1.50217294   2.99782706  
0.31875000   2.13373470   2.43570382   1.53367345   2.96632655  
0.32500000   2.17037107   2.42310072   1.56429145   2.93570855  
0.33125000   2.20681971   2.41080854   1.59400110   2.90599890  
0.33750000   2.24308541   2.39884198   1.62277859   2.87722141  
