Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   2.70000000   -0.00000000  1.95144672   -0.04737457 
0.00500000   2.69926682   -0.02504347  1.95128601   -0.04721387 
0.01000000   2.69706502   -0.05016458  1.95080183   -0.04672969 
0.01500000   2.69338777   -0.07544106  1.94998793   -0.04591579 
0.02000000   2.68822369   -0.10095076  1.94883381   -0.04476167 
0.02500000   2.68155684   -0.12677179  1.94732463   -0.04325248 
0.03000000   2.67336670   -0.15298247  1.94544099   -0.04136885 
0.03500000   2.66362813   -0.17966145  1.94315878   -0.03908664 
0.04000000   2.65231140   -0.20688765  1.94044886   -0.03637672 
0.04500000   2.63938215   -0.23474026  1.93727677   -0.03320463 
0.05000000   2.62480136   -0.26329865  1.93360237   -0.02953022 
0.05500000   2.60852538   -0.29264223  1.92937938   -0.02530724 
0.06000000   2.59050589   -0.32285031  1.92455500   -0.02048286 
0.06500000   2.57068995   -0.35400181  1.91906931   -0.01499716 
0.07000000   2.54902000   -0.38617492  1.91285473   -0.00878259 
0.07500000   2.52543397   -0.41944668  1.90583545   -0.00176331 
0.08000000   2.49986527   -0.45389242  1.89792675   0.00614539  
0.08500000   2.47224301   -0.48958509  1.88903434   0.01503781  
0.09000000   2.44249210   -0.52659439  1.87905365   0.02501849  
0.09500000   2.41053348   -0.56498581  1.86786919   0.03620295  
0.10000000   2.37628443   -0.60481944  1.85535380   0.04871834  
0.10500000   2.33965887   -0.64614851  1.84136807   0.06270407  
0.11000000   2.30056786   -0.68901781  1.82575977   0.07831237  
0.11500000   2.25892014   -0.73346177  1.80836338   0.09570876  
0.12000000   2.21462276   -0.77950229  1.78899985   0.11507229  
0.12500000   2.16758196   -0.82714632  1.76747652   0.13659562  
0.13000000   2.11770402   -0.87638311  1.74358737   0.16048477  
0.13500000   2.06489648   -0.92718124  1.71711364   0.18695851  
0.14000000   2.00906939   -0.97948534  1.68782486   0.21624728  
0.14500000   1.95013683   -1.03321266  1.65548056   0.24859159  
0.15000000   1.88801862   -1.08824951  1.61983249   0.28423965  
0.15500000   1.82264222   -1.14444755  1.58062775   0.32344439  
0.16000000   1.75394490   -1.20162037  1.53761268   0.36645946  
0.16500000   1.68187602   -1.25954019  1.49053776   0.41353439  
0.17000000   1.60639957   -1.31793506  1.43916346   0.46490869  
0.17500000   1.52749683   -1.37648691  1.38326717   0.52080497  
0.18000000   1.44516906   -1.43483046  1.32265106   0.58142108  
0.18500000   1.35944030   -1.49255358  1.25715079   0.64692135  
0.19000000   1.27036006   -1.54919921  1.18664489   0.71742726  
0.19500000   1.17800586   -1.60426931  1.11106448   0.79300766  
0.20000000   1.08248541   -1.65723084  1.03040294   0.87366920  
0.20500000   0.98393849   -1.70752421  0.94472501   0.95934713  
0.21000000   0.88253818   -1.75457400  0.85417467   1.04989748  
0.21500000   0.77849139   -1.79780190  0.75898129   1.14509085  
0.22000000   0.67203866   -1.83664161  0.65946333   1.24460882  
0.22500000   0.56345290   -1.87055504  0.55602890   1.34804324  
0.23000000   0.45303736   -1.89904921  0.44917301   1.45489913  
0.23500000   0.34112237   -1.92169296  0.33947084   1.56460130  
0.24000000   0.22806137   -1.93813244  0.22756745   1.67650470  
0.24500000   0.11422590   -1.94810444  0.11416381   1.78990833  
0.25000000   0.00000000   -1.95144672  0.00000000   1.90407214  
0.25500000   -0.11422590  -1.94810444  -0.11416381  2.01823595  
0.26000000   -0.22806137  -1.93813244  -0.22756745  2.13163959  
0.26500000   -0.34112237  -1.92169296  -0.33947084  2.24354298  
0.27000000   -0.45303736  -1.89904921  -0.44917301  2.35324515  
0.27500000   -0.56345290  -1.87055504  -0.55602890  2.46010105  
0.28000000   -0.67203866  -1.83664161  -0.65946333  2.56353547  
0.28500000   -0.77849139  -1.79780190  -0.75898129  2.66305343  
0.29000000   -0.88253818  -1.75457400  -0.85417467  2.75824681  
0.29500000   -0.98393849  -1.70752421  -0.94472501  2.84879715  
0.30000000   -1.08248541  -1.65723084  -1.03040294  2.93447509  
0.30500000   -1.17800586  -1.60426931  -1.11106448  3.01513662  
0.31000000   -1.27036006  -1.54919921  -1.18664489  3.09071703  
0.31500000   -1.35944030  -1.49255358  -1.25715079  3.16122293  
0.32000000   -1.44516906  -1.43483046  -1.32265106  3.22672320  
0.32500000   -1.52749683  -1.37648691  -1.38326717  3.28733931  
0.33000000   -1.60639957  -1.31793506  -1.43916346  3.34323560  
0.33500000   -1.68187602  -1.25954019  -1.49053776  3.39460990  
0.34000000   -1.75394490  -1.20162037  -1.53761268  3.44168483  
0.34500000   -1.82264222  -1.14444755  -1.58062775  3.48469989  
0.35000000   -1.88801862  -1.08824951  -1.61983249  3.52390463  
0.35500000   -1.95013683  -1.03321266  -1.65548056  3.55955270  
0.36000000   -2.00906939  -0.97948534  -1.68782486  3.59189700  
0.36500000   -2.06489648  -0.92718124  -1.71711364  3.62118578  
0.37000000   -2.11770402  -0.87638311  -1.74358737  3.64765952  
0.37500000   -2.16758196  -0.82714632  -1.76747652  3.67154866  
0.38000000   -2.21462276  -0.77950229  -1.78899985  3.69307199  
0.38500000   -2.25892014  -0.73346177  -1.80836338  3.71243552  
0.39000000   -2.30056786  -0.68901781  -1.82575977  3.72983191  
0.39500000   -2.33965887  -0.64614851  -1.84136807  3.74544022  
0.40000000   -2.37628443  -0.60481944  -1.85535380  3.75942594  
0.40500000   -2.41053348  -0.56498581  -1.86786919  3.77194133  
0.41000000   -2.44249210  -0.52659439  -1.87905365  3.78312580  
0.41500000   -2.47224301  -0.48958509  -1.88903434  3.79310648  
0.42000000   -2.49986527  -0.45389242  -1.89792675  3.80199889  
