Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   3.13000000   -0.00000000  1.99996640   -0.00003360 
0.00500000   3.12990079   -0.00151988  1.99996583   -0.00003302 
0.01000000   3.12960146   -0.00306578  1.99996405   -0.00003125 
0.01500000   3.12909688   -0.00466414  1.99996096   -0.00002816 
0.02000000   3.12837842   -0.00634234  1.99995635   -0.00002354 
0.02500000   3.12743379   -0.00812909  1.99994988   -0.00001708 
0.03000000   3.12624681   -0.01005496  1.99994113   -0.00000832 
0.03500000   3.12479717   -0.01215292  1.99992948   0.00000333  
0.04000000   3.12306006   -0.01445887  1.99991414   0.00001867  
0.04500000   3.12100576   -0.01701227  1.99989405   0.00003876  
0.05000000   3.11859910   -0.01985679  1.99986783   0.00006498  
0.05500000   3.11579890   -0.02304111  1.99983367   0.00009913  
0.06000000   3.11255725   -0.02661968  1.99978924   0.00014357  
0.06500000   3.10881868   -0.03065369  1.99973147   0.00020133  
0.07000000   3.10451923   -0.03521211  1.99965640   0.00027641  
0.07500000   3.09958536   -0.04037283  1.99955886   0.00037394  
0.08000000   3.09393267   -0.04622397  1.99943216   0.00050065  
0.08500000   3.08746452   -0.05286541  1.99926758   0.00066522  
0.09000000   3.08007033   -0.06041038  1.99905383   0.00087898  
0.09500000   3.07162376   -0.06898740  1.99877621   0.00115659  
0.10000000   3.06198054   -0.07874232  1.99841569   0.00151712  
0.10500000   3.05097609   -0.08984073  1.99794751   0.00198530  
0.11000000   3.03842273   -0.10247052  1.99733958   0.00259322  
0.11500000   3.02410661   -0.11684482  1.99655025   0.00338256  
0.12000000   3.00778421   -0.13320515  1.99552549   0.00440731  
0.12500000   2.98917837   -0.15182486  1.99419528   0.00573752  
0.13000000   2.96797393   -0.17301280  1.99246887   0.00746394  
0.13500000   2.94381281   -0.19711706  1.99022875   0.00970406  
0.14000000   2.91628866   -0.22452869  1.98732294   0.01260986  
0.14500000   2.88494102   -0.25568514  1.98355507   0.01637774  
0.15000000   2.84924904   -0.29107292  1.97867182   0.02126099  
0.15500000   2.80862498   -0.33122886  1.97234709   0.02758571  
0.16000000   2.76240767   -0.37673909  1.96416223   0.03577057  
0.16500000   2.70985633   -0.42823416  1.95358161   0.04635119  
0.17000000   2.65014536   -0.48637846  1.93992309   0.06000971  
0.17500000   2.58236110   -0.55185099  1.92232310   0.07760971  
0.18000000   2.50550177   -0.62531380  1.89969689   0.10023592  
0.18500000   2.41848272   -0.70736320  1.87069584   0.12923697  
0.19000000   2.32014938   -0.79845795  1.83366587   0.16626694  
0.19500000   2.20930154   -0.89881811  1.78661457   0.21331824  
0.20000000   2.08473299   -1.00828929  1.72719956   0.27273325  
0.20500000   1.94529141   -1.12617064  1.65275688   0.34717593  
0.21000000   1.78996266   -1.25101305  1.56039481   0.43953800  
0.21500000   1.61798256   -1.38040870  1.44718259   0.55275022  
0.22000000   1.42897437   -1.51081423  1.31046021   0.68947259  
0.22500000   1.22310381   -1.63747495  1.14827758   0.85165523  
0.23000000   1.00123271   -1.75453550  0.95993270   1.04000010  
0.23500000   0.76504143   -1.85541719  0.74652037   1.25341243  
0.24000000   0.51708242   -1.93349320  0.51134104   1.48859177  
0.24500000   0.26072901   -1.98299527  0.25999113   1.73994168  
0.25000000   0.00000000   -1.99996640  0.00000000   1.99993281  
0.25500000   -0.26072901  -1.98299527  -0.25999113  2.25992393  
0.26000000   -0.51708242  -1.93349320  -0.51134104  2.51127384  
0.26500000   -0.76504143  -1.85541719  -0.74652037  2.74645318  
0.27000000   -1.00123271  -1.75453550  -0.95993270  2.95986551  
0.27500000   -1.22310381  -1.63747495  -1.14827758  3.14821038  
0.28000000   -1.42897437  -1.51081423  -1.31046021  3.31039302  
0.28500000   -1.61798256  -1.38040870  -1.44718259  3.44711539  
0.29000000   -1.78996266  -1.25101305  -1.56039481  3.56032761  
0.29500000   -1.94529141  -1.12617064  -1.65275688  3.65268968  
0.30000000   -2.08473299  -1.00828929  -1.72719956  3.72713236  
0.30500000   -2.20930154  -0.89881811  -1.78661457  3.78654737  
0.31000000   -2.32014938  -0.79845795  -1.83366587  3.83359867  
0.31500000   -2.41848272  -0.70736320  -1.87069584  3.87062864  
0.32000000   -2.50550177  -0.62531380  -1.89969689  3.89962969  
0.32500000   -2.58236110  -0.55185099  -1.92232310  3.92225590  
0.33000000   -2.65014536  -0.48637846  -1.93992309  3.93985590  
0.33500000   -2.70985633  -0.42823416  -1.95358161  3.95351442  
0.34000000   -2.76240767  -0.37673909  -1.96416223  3.96409504  
0.34500000   -2.80862498  -0.33122886  -1.97234709  3.97227990  
0.35000000   -2.84924904  -0.29107292  -1.97867182  3.97860462  
0.35500000   -2.88494102  -0.25568514  -1.98355507  3.98348788  
0.36000000   -2.91628866  -0.22452869  -1.98732294  3.98725575  
0.36500000   -2.94381281  -0.19711706  -1.99022875  3.99016156  
0.37000000   -2.96797393  -0.17301280  -1.99246887  3.99240167  
0.37500000   -2.98917837  -0.15182486  -1.99419528  3.99412809  
0.38000000   -3.00778421  -0.13320515  -1.99552549  3.99545830  
0.38500000   -3.02410661  -0.11684482  -1.99655025  3.99648306  
0.39000000   -3.03842273  -0.10247052  -1.99733958  3.99727239  
0.39500000   -3.05097609  -0.08984073  -1.99794751  3.99788032  
0.40000000   -3.06198054  -0.07874232  -1.99841569  3.99834849  
0.40500000   -3.07162376  -0.06898740  -1.99877621  3.99870902  
0.41000000   -3.08007033  -0.06041038  -1.99905383  3.99898663  
0.41500000   -3.08746452  -0.05286541  -1.99926758  3.99920039  
0.42000000   -3.09393267  -0.04622397  -1.99943216  3.99936496  
0.42500000   -3.09958536  -0.04037283  -1.99955886  3.99949167  
0.43000000   -3.10451923  -0.03521211  -1.99965640  3.99958921  
0.43500000   -3.10881868  -0.03065369  -1.99973147  3.99966428  
0.44000000   -3.11255725  -0.02661968  -1.99978924  3.99972205  
0.44500000   -3.11579890  -0.02304111  -1.99983367  3.99976648  
0.45000000   -3.11859910  -0.01985679  -1.99986783  3.99980063  
0.45500000   -3.12100576  -0.01701227  -1.99989405  3.99982685  
0.46000000   -3.12306006  -0.01445887  -1.99991414  3.99984694  
0.46500000   -3.12479717  -0.01215292  -1.99992948  3.99986228  
0.47000000   -3.12624681  -0.01005496  -1.99994113  3.99987393  
0.47500000   -3.12743379  -0.00812909  -1.99994988  3.99988269  
0.48000000   -3.12837842  -0.00634234  -1.99995635  3.99988915  
0.48500000   -3.12909688  -0.00466414  -1.99996096  3.99989377  
0.49000000   -3.12960146  -0.00306578  -1.99996405  3.99989686  
0.49500000   -3.12990079  -0.00151988  -1.99996583  3.99989863  
0.50000000   -3.13000000  -0.00000000  -1.99996640  3.99989921  
0.50500000   -3.12990079  0.00151988   -1.99996583  3.99989863  
0.51000000   -3.12960146  0.00306578   -1.99996405  3.99989686  
0.51500000   -3.12909688  0.00466414   -1.99996096  3.99989377  
0.52000000   -3.12837842  0.00634234   -1.99995635  3.99988915  
0.52500000   -3.12743379  0.00812909   -1.99994988  3.99988269  
0.53000000   -3.12624681  0.01005496   -1.99994113  3.99987393  
0.53500000   -3.12479717  0.01215292   -1.99992948  3.99986228  
0.54000000   -3.12306006  0.01445887   -1.99991414  3.99984694  
0.54500000   -3.12100576  0.01701227   -1.99989405  3.99982685  
0.55000000   -3.11859910  0.01985679   -1.99986783  3.99980063  
0.55500000   -3.11579890  0.02304111   -1.99983367  3.99976648  
0.56000000   -3.11255725  0.02661968   -1.99978924  3.99972205  
0.56500000   -3.10881868  0.03065369   -1.99973147  3.99966428  
0.57000000   -3.10451923  0.03521211   -1.99965640  3.99958921  
0.57500000   -3.09958536  0.04037283   -1.99955886  3.99949167  
0.58000000   -3.09393267  0.04622397   -1.99943216  3.99936496  
0.58500000   -3.08746452  0.05286541   -1.99926758  3.99920039  
0.59000000   -3.08007033  0.06041038   -1.99905383  3.99898663  
0.59500000   -3.07162376  0.06898740   -1.99877621  3.99870902  
0.60000000   -3.06198054  0.07874232   -1.99841569  3.99834849  
0.60500000   -3.05097609  0.08984073   -1.99794751  3.99788032  
0.61000000   -3.03842273  0.10247052   -1.99733958  3.99727239  
0.61500000   -3.02410661  0.11684482   -1.99655025  3.99648306  
0.62000000   -3.00778421  0.13320515   -1.99552549  3.99545830  
0.62500000   -2.98917837  0.15182486   -1.99419528  3.99412809  
0.63000000   -2.96797393  0.17301280   -1.99246887  3.99240167  
0.63500000   -2.94381281  0.19711706   -1.99022875  3.99016156  
0.64000000   -2.91628866  0.22452869   -1.98732294  3.98725575  
