time         theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   0.00000000   2.90000000   0.00000000   4.20500000  
0.00625000   0.04584700   2.89963764   0.00105079   4.20394921  
0.01250000   0.09168254   2.89855140   0.00419990   4.20080010  
0.01875000   0.13749521   2.89674383   0.00943758   4.19556242  
0.02500000   0.18327362   2.89421919   0.01674765   4.18825235  
0.03125000   0.22900648   2.89098337   0.02610759   4.17889241  
0.03750000   0.27468262   2.88704393   0.03748867   4.16751133  
0.04375000   0.32029097   2.88241005   0.05085615   4.15414385  
0.05000000   0.36582064   2.87709246   0.06616948   4.13883052  
0.05625000   0.41126091   2.87110344   0.08338252   4.12161748  
0.06250000   0.45660128   2.86445673   0.10244383   4.10255617  
0.06875000   0.50183146   2.85716749   0.12329696   4.08170304  
0.07500000   0.54694143   2.84925225   0.14588079   4.05911921  
0.08125000   0.59192143   2.84072883   0.17012986   4.03487014  
0.08750000   0.63676199   2.83161624   0.19597473   4.00902527  
0.09375000   0.68145396   2.82193468   0.22334234   3.98165766  
0.10000000   0.72598850   2.81170537   0.25215645   3.95284355  
0.10625000   0.77035713   2.80095056   0.28233799   3.92266201  
0.11250000   0.81455173   2.78969337   0.31380546   3.89119454  
0.11875000   0.85856454   2.77795776   0.34647535   3.85852465  
0.12500000   0.90238819   2.76576842   0.38026253   3.82473747  
0.13125000   0.94601570   2.75315069   0.41508065   3.78991935  
0.13750000   0.98944052   2.74013048   0.45084248   3.75415752  
0.14375000   1.03265647   2.72673418   0.48746036   3.71753964  
0.15000000   1.07565784   2.71298858   0.52484649   3.68015351  
0.15625000   1.11843930   2.69892078   0.56291330   3.64208670  
0.16250000   1.16099599   2.68455814   0.60157379   3.60342621  
0.16875000   1.20332345   2.66992815   0.64074182   3.56425818  
0.17500000   1.24541768   2.65505841   0.68033241   3.52466759  
0.18125000   1.28727511   2.63997652   0.72026199   3.48473801  
0.18750000   1.32889260   2.62471003   0.76044864   3.44455136  
0.19375000   1.37026744   2.60928636   0.80081236   3.40418764  
0.20000000   1.41139738   2.59373275   0.84127520   3.36372480  
0.20625000   1.45228057   2.57807622   0.88176149   3.32323851  
0.21250000   1.49291558   2.56234347   0.92219796   3.28280204  
0.21875000   1.53330144   2.54656086   0.96251390   3.24248610  
0.22500000   1.57343755   2.53075435   1.00264122   3.20235878  
0.23125000   1.61332374   2.51494946   1.04251460   3.16248540  
0.23750000   1.65296023   2.49917127   1.08207149   3.12292851  
0.24375000   1.69234765   2.48344429   1.12125223   3.08374777  
0.25000000   1.73148698   2.46779254   1.16000000   3.04500000  
0.25625000   1.77037961   2.45223942   1.19826090   3.00673910  
0.26250000   1.80902727   2.43680779   1.23598391   2.96901609  
0.26875000   1.84743207   2.42151983   1.27312086   2.93187914  
0.27500000   1.88559645   2.40639713   1.30962642   2.89537358  
0.28125000   1.92352318   2.39146062   1.34545806   2.85954194  
0.28750000   1.96121537   2.37673055   1.38057596   2.82442404  
0.29375000   1.99867644   2.36222651   1.41494296   2.79005704  
0.30000000   2.03591011   2.34796742   1.44852450   2.75647550  
0.30625000   2.07292041   2.33397150   1.48128851   2.72371149  
0.31250000   2.10971162   2.32025631   1.51320533   2.69179467  
0.31875000   2.14628833   2.30683870   1.54424761   2.66075239  
0.32500000   2.18265537   2.29373485   1.57439023   2.63060977  
0.33125000   2.21881782   2.28096025   1.60361016   2.60138984  
0.33750000   2.25478100   2.26852975   1.63188640   2.57311360  
0.34375000   2.29055047   2.25645748   1.65919981   2.54580019  
0.35000000   2.32613200   2.24475696   1.68553309   2.51946691  
0.35625000   2.36153157   2.23344103   1.71087058   2.49412942  
0.36250000   2.39675535   2.22252190   1.73519820   2.46980180  
0.36875000   2.43180972   2.21201114   1.75850335   2.44649665  
0.37500000   2.46670121   2.20191971   1.78077479   2.42422521  
0.38125000   2.50143655   2.19225796   1.80200252   2.40299748  
0.38750000   2.53602259   2.18303562   1.82217773   2.38282227  
0.39375000   2.57046636   2.17426187   1.84129266   2.36370734  
0.40000000   2.60477502   2.16594529   1.85934050   2.34565950  
0.40625000   2.63895586   2.15809390   1.87631537   2.32868463  
0.41250000   2.67301630   2.15071517   1.89221213   2.31278787  
0.41875000   2.70696387   2.14381603   1.90702641   2.29797359  
0.42500000   2.74080619   2.13740289   1.92075445   2.28424555  
0.43125000   2.77455100   2.13148162   1.93339305   2.27160695  
0.43750000   2.80820612   2.12605760   1.94493954   2.26006046  
0.44375000   2.84177945   2.12113570   1.95539168   2.24960832  
0.45000000   2.87527897   2.11672029   1.96474760   2.24025240  
0.45625000   2.90871270   2.11281528   1.97300579   2.23199421  
0.46250000   2.94208876   2.10942408   1.98016502   2.22483498  
0.46875000   2.97541528   2.10654965   1.98622429   2.21877571  
0.47500000   3.00870046   2.10419447   1.99118282   2.21381718  
0.48125000   3.04195252   2.10236056   1.99504003   2.20995997  
0.48750000   3.07517972   2.10104951   1.99779547   2.20720453  
0.49375000   3.10839034   2.10026243   1.99944885   2.20555115  
0.50000000   3.14159265   2.10000000   2.00000000   2.20500000  
0.50625000   3.17479497   2.10026243   1.99944885   2.20555115  
0.51250000   3.20800558   2.10104951   1.99779547   2.20720453  
0.51875000   3.24123278   2.10236056   1.99504003   2.20995997  
0.52500000   3.27448485   2.10419447   1.99118282   2.21381718  
0.53125000   3.30777002   2.10654965   1.98622429   2.21877571  
0.53750000   3.34109655   2.10942408   1.98016502   2.22483498  
0.54375000   3.37447260   2.11281528   1.97300579   2.23199421  
0.55000000   3.40790634   2.11672029   1.96474760   2.24025240  
0.55625000   3.44140585   2.12113570   1.95539168   2.24960832  
0.56250000   3.47497918   2.12605760   1.94493954   2.26006046  
0.56875000   3.50863431   2.13148162   1.93339305   2.27160695  
0.57500000   3.54237912   2.13740289   1.92075445   2.28424555  
0.58125000   3.57622144   2.14381603   1.90702641   2.29797359  
0.58750000   3.61016901   2.15071517   1.89221213   2.31278787  
