Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   2.30000000   -0.00000000  1.82552788   -0.15925186 
0.00500000   2.29918329   -0.03490688  1.82519411   -0.15891809 
0.01000000   2.29673198   -0.06986464  1.82419050   -0.15791448 
0.01500000   2.29264249   -0.10492394  1.82251009   -0.15623406 
0.02000000   2.28690890   -0.14013503  1.82014126   -0.15386524 
0.02500000   2.27952294   -0.17554753  1.81706772   -0.15079170 
0.03000000   2.27047404   -0.21121017  1.81326840   -0.14699238 
0.03500000   2.25974937   -0.24717060  1.80871743   -0.14244141 
0.04000000   2.24733390   -0.28347503  1.80338403   -0.13710801 
0.04500000   2.23321050   -0.32016801  1.79723245   -0.13095643 
0.05000000   2.21735997   -0.35729206  1.79022189   -0.12394587 
0.05500000   2.19976120   -0.39488731  1.78230639   -0.11603037 
0.06000000   2.18039123   -0.43299109  1.77343473   -0.10715871 
0.06500000   2.15922547   -0.47163752  1.76355042   -0.09727440 
0.07000000   2.13623779   -0.51085694  1.75259158   -0.08631556 
0.07500000   2.11140074   -0.55067542  1.74049091   -0.07421489 
0.08000000   2.08468579   -0.59111415  1.72717576   -0.06089974 
0.08500000   2.05606350   -0.63218876  1.71256807   -0.04629205 
0.09000000   2.02550388   -0.67390863  1.69658457   -0.03030855 
0.09500000   1.99297665   -0.71627608  1.67913687   -0.01286084 
0.10000000   1.95845159   -0.75928561  1.66013174   0.00614428  
0.10500000   1.92189895   -0.80292297  1.63947148   0.02680454  
0.11000000   1.88328988   -0.84716426  1.61705435   0.04922168  
0.11500000   1.84259687   -0.89197501  1.59277513   0.07350089  
0.12000000   1.79979430   -0.93730918  1.56652595   0.09975008  
0.12500000   1.75485900   -0.98310824  1.53819707   0.12807895  
0.13000000   1.70777084   -1.02930018  1.50767808   0.15859795  
0.13500000   1.65851339   -1.07579868  1.47485906   0.19141696  
0.14000000   1.60707463   -1.12250228  1.43963213   0.22664389  
0.14500000   1.55344763   -1.16929368  1.40189313   0.26438289  
0.15000000   1.49763135   -1.21603926  1.36154345   0.30473257  
0.15500000   1.43963139   -1.26258876  1.31849220   0.34778383  
0.16000000   1.37946075   -1.30877522  1.27265843   0.39361759  
0.16500000   1.31714067   -1.35441524  1.22397361   0.44230241  
0.17000000   1.25270132   -1.39930963  1.17238415   0.49389187  
0.17500000   1.18618254   -1.44324439  1.11785404   0.54842198  
0.18000000   1.11763451   -1.48599221  1.06036748   0.60590854  
0.18500000   1.04711832   -1.52731440  0.99993139   0.66634463  
0.19000000   0.97470647   -1.56696331  0.93657783   0.72969819  
0.19500000   0.90048317   -1.60468529  0.87036611   0.79590991  
0.20000000   0.82454460   -1.64022403  0.80138454   0.86489148  
0.20500000   0.74699892   -1.67332438  0.72975170   0.93652432  
0.21000000   0.66796611   -1.70373653  0.65561717   1.01065885  
0.21500000   0.58757764   -1.73122036  0.57916156   1.08711446  
0.22000000   0.50597592   -1.75555001  0.50059584   1.16568018  
0.22500000   0.42331347   -1.77651842  0.42015990   1.24611612  
0.23000000   0.33975201   -1.79394167  0.33812028   1.32815574  
0.23500000   0.25546122   -1.80766306  0.25476714   1.41150888  
0.24000000   0.17061742   -1.81755668  0.17041055   1.49586547  
0.24500000   0.08540205   -1.82353036  0.08537610   1.58089993  
0.25000000   0.00000000   -1.82552788  0.00000000   1.66627602  
0.25500000   -0.08540205  -1.82353036  -0.08537610  1.75165212  
0.26000000   -0.17061742  -1.81755668  -0.17041055  1.83668657  
0.26500000   -0.25546122  -1.80766306  -0.25476714  1.92104316  
0.27000000   -0.33975201  -1.79394167  -0.33812028  2.00439630  
0.27500000   -0.42331347  -1.77651842  -0.42015990  2.08643592  
0.28000000   -0.50597592  -1.75555001  -0.50059584  2.16687186  
0.28500000   -0.58757764  -1.73122036  -0.57916156  2.24543758  
0.29000000   -0.66796611  -1.70373653  -0.65561717  2.32189319  
0.29500000   -0.74699892  -1.67332438  -0.72975170  2.39602773  
0.30000000   -0.82454460  -1.64022403  -0.80138454  2.46766056  
0.30500000   -0.90048317  -1.60468529  -0.87036611  2.53664213  
0.31000000   -0.97470647  -1.56696331  -0.93657783  2.60285385  
0.31500000   -1.04711832  -1.52731440  -0.99993139  2.66620741  
0.32000000   -1.11763451  -1.48599221  -1.06036748  2.72664350  
0.32500000   -1.18618254  -1.44324439  -1.11785404  2.78413006  
0.33000000   -1.25270132  -1.39930963  -1.17238415  2.83866017  
0.33500000   -1.31714067  -1.35441524  -1.22397361  2.89024963  
0.34000000   -1.37946075  -1.30877522  -1.27265843  2.93893445  
0.34500000   -1.43963139  -1.26258876  -1.31849220  2.98476822  
0.35000000   -1.49763135  -1.21603926  -1.36154345  3.02781947  
0.35500000   -1.55344763  -1.16929368  -1.40189313  3.06816915  
0.36000000   -1.60707463  -1.12250228  -1.43963213  3.10590816  
0.36500000   -1.65851339  -1.07579868  -1.47485906  3.14113508  
0.37000000   -1.70777084  -1.02930018  -1.50767808  3.17395410  
0.37500000   -1.75485900  -0.98310824  -1.53819707  3.20447309  
0.38000000   -1.79979430  -0.93730918  -1.56652595  3.23280197  
0.38500000   -1.84259687  -0.89197501  -1.59277513  3.25905115  
0.39000000   -1.88328988  -0.84716426  -1.61705435  3.28333037  
0.39500000   -1.92189895  -0.80292297  -1.63947148  3.30574751  
0.40000000   -1.95845159  -0.75928561  -1.66013174  3.32640776  
0.40500000   -1.99297665  -0.71627608  -1.67913687  3.34541289  
0.41000000   -2.02550388  -0.67390863  -1.69658457  3.36286059  
0.41500000   -2.05606350  -0.63218876  -1.71256807  3.37884410  
0.42000000   -2.08468579  -0.59111415  -1.72717576  3.39345178  
0.42500000   -2.11140074  -0.55067542  -1.74049091  3.40676694  
0.43000000   -2.13623779  -0.51085694  -1.75259158  3.41886760  
0.43500000   -2.15922547  -0.47163752  -1.76355042  3.42982644  
0.44000000   -2.18039123  -0.43299109  -1.77343473  3.43971076  
0.44500000   -2.19976120  -0.39488731  -1.78230639  3.44858241  
0.45000000   -2.21735997  -0.35729206  -1.79022189  3.45649791  
0.45500000   -2.23321050  -0.32016801  -1.79723245  3.46350847  
0.46000000   -2.24733390  -0.28347503  -1.80338403  3.46966005  
0.46500000   -2.25974937  -0.24717060  -1.80871743  3.47499345  
0.47000000   -2.27047404  -0.21121017  -1.81326840  3.47954443  
0.47500000   -2.27952294  -0.17554753  -1.81706772  3.48334374  
0.48000000   -2.28690890  -0.14013503  -1.82014126  3.48641728  
0.48500000   -2.29264249  -0.10492394  -1.82251009  3.48878611  
0.49000000   -2.29673198  -0.06986464  -1.82419050  3.49046652  
0.49500000   -2.29918329  -0.03490688  -1.82519411  3.49147013  
0.50000000   -2.30000000  -0.00000000  -1.82552788  3.49180390  
0.50500000   -2.29918329  0.03490688   -1.82519411  3.49147013  
0.51000000   -2.29673198  0.06986464   -1.82419050  3.49046652  
0.51500000   -2.29264249  0.10492394   -1.82251009  3.48878611  
0.52000000   -2.28690890  0.14013503   -1.82014126  3.48641728  
0.52500000   -2.27952294  0.17554753   -1.81706772  3.48334374  
0.53000000   -2.27047404  0.21121017   -1.81326840  3.47954443  
0.53500000   -2.25974937  0.24717060   -1.80871743  3.47499345  
0.54000000   -2.24733390  0.28347503   -1.80338403  3.46966005  
0.54500000   -2.23321050  0.32016801   -1.79723245  3.46350847  
0.55000000   -2.21735997  0.35729206   -1.79022189  3.45649791  
0.55500000   -2.19976120  0.39488731   -1.78230639  3.44858241  
0.56000000   -2.18039123  0.43299109   -1.77343473  3.43971076  
0.56500000   -2.15922547  0.47163752   -1.76355042  3.42982644  
0.57000000   -2.13623779  0.51085694   -1.75259158  3.41886760  
0.57500000   -2.11140074  0.55067542   -1.74049091  3.40676694  
0.58000000   -2.08468579  0.59111415   -1.72717576  3.39345178  
0.58500000   -2.05606350  0.63218876   -1.71256807  3.37884410  
0.59000000   -2.02550388  0.67390863   -1.69658457  3.36286059  
0.59500000   -1.99297665  0.71627608   -1.67913687  3.34541289  
0.60000000   -1.95845159  0.75928561   -1.66013174  3.32640776  
0.60500000   -1.92189895  0.80292297   -1.63947148  3.30574751  
0.61000000   -1.88328988  0.84716426   -1.61705435  3.28333037  
0.61500000   -1.84259687  0.89197501   -1.59277513  3.25905115  
0.62000000   -1.79979430  0.93730918   -1.56652595  3.23280197  
0.62500000   -1.75485900  0.98310824   -1.53819707  3.20447309  
0.63000000   -1.70777084  1.02930018   -1.50767808  3.17395410  
0.63500000   -1.65851339  1.07579868   -1.47485906  3.14113508  
0.64000000   -1.60707463  1.12250228   -1.43963213  3.10590816  
0.64500000   -1.55344763  1.16929368   -1.40189313  3.06816915  
0.65000000   -1.49763135  1.21603926   -1.36154345  3.02781947  
0.65500000   -1.43963139  1.26258876   -1.31849220  2.98476822  
0.66000000   -1.37946075  1.30877522   -1.27265843  2.93893445  
0.66500000   -1.31714067  1.35441524   -1.22397361  2.89024963  
