Tt           theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   3.14159000   -0.00000000  2.00000000   -0.00000000 
0.00500000   3.14158988   -0.00000080  2.00000000   -0.00000000 
0.01000000   3.14158951   -0.00000168  2.00000000   -0.00000000 
0.01500000   3.14158886   -0.00000271  2.00000000   0.00000000  
0.02000000   3.14158787   -0.00000397  2.00000000   0.00000000  
0.02500000   3.14158646   -0.00000560  2.00000000   0.00000000  
0.03000000   3.14158448   -0.00000773  2.00000000   0.00000000  
0.03500000   3.14158178   -0.00001055  2.00000000   0.00000000  
0.04000000   3.14157809   -0.00001432  2.00000000   0.00000000  
0.04500000   3.14157311   -0.00001937  2.00000000   0.00000000  
0.05000000   3.14156637   -0.00002615  2.00000000   0.00000000  
0.05500000   3.14155727   -0.00003529  2.00000000   0.00000000  
0.06000000   3.14154499   -0.00004759  2.00000000   0.00000000  
0.06500000   3.14152844   -0.00006415  2.00000000   0.00000000  
0.07000000   3.14150614   -0.00008648  2.00000000   0.00000000  
0.07500000   3.14147607   -0.00011655  2.00000000   0.00000000  
0.08000000   3.14143555   -0.00015708  1.99999999   0.00000001  
0.08500000   3.14138093   -0.00021171  1.99999999   0.00000001  
0.09000000   3.14130733   -0.00028532  1.99999998   0.00000002  
0.09500000   3.14120813   -0.00038452  1.99999996   0.00000004  
0.10000000   3.14107444   -0.00051821  1.99999993   0.00000007  
0.10500000   3.14089427   -0.00069838  1.99999988   0.00000012  
0.11000000   3.14065147   -0.00094118  1.99999978   0.00000022  
0.11500000   3.14032424   -0.00126841  1.99999960   0.00000040  
0.12000000   3.13988324   -0.00170941  1.99999927   0.00000073  
0.12500000   3.13928893   -0.00230373  1.99999867   0.00000133  
0.13000000   3.13848798   -0.00310467  1.99999759   0.00000241  
0.13500000   3.13740856   -0.00418409  1.99999562   0.00000438  
0.14000000   3.13595386   -0.00563879  1.99999205   0.00000795  
0.14500000   3.13399340   -0.00759924  1.99998556   0.00001444  
