time         theta        dtheta/dt    Uw0^2/mg^2   Kw0^2/mg^2  
0.00000000   1.80000000   -0.00000000  1.56665382   -0.33945172 
0.12500000   1.79238958   -0.12180229  1.56191177   -0.33470968 
0.25000000   1.76953217   -0.24401588  1.54753366   -0.32033157 
0.37500000   1.73135460   -0.36696804  1.52306882   -0.29586673 
0.50000000   1.67775251   -0.49081507  1.48778519   -0.26058309 
0.62500000   1.60861746   -0.61545101  1.44070269   -0.21350060 
0.75000000   1.52387555   -0.74041293  1.38064944   -0.15344735 
0.87500000   1.42353796   -0.86478763  1.30634855   -0.07914646 
1.00000000   1.30776248   -0.98713052  1.21654327   0.01065883  
1.12500000   1.17692366   -1.10541351  1.11016448   0.11703762  
1.25000000   1.03168638   -1.21702463  0.98653699   0.24066510  
1.37500000   0.87307500   -1.31884441  0.84560843   0.38159367  
1.50000000   0.70252707   -1.40741881  0.68816893   0.53903317  
1.62500000   0.52191901   -1.47923369  0.51601538   0.71118672  
1.75000000   0.33355204   -1.53106986  0.33200794   0.89519415  
1.87500000   0.14009123   -1.56038800  0.13997671   1.08722539  
2.00000000   -0.05554167  -1.56566922  -0.05553453  1.28273662  
2.12500000   -0.25031105  -1.54663345  -0.24965809  1.47686018  
2.25000000   -0.44122690  -1.50428089  -0.43765649  1.66485858  
2.37500000   -0.62549749  -1.44074567  -0.61535040  1.84255250  
2.50000000   -0.80065387  -1.35899933  -0.77943890  2.00664100  
2.62500000   -0.96463147  -1.26247525  -0.92766396  2.15486606  
2.75000000   -1.11580392  -1.15469268  -1.05881491  2.28601700  
2.87500000   -1.25297332  -1.03894315  -1.17260451  2.39980660  
3.00000000   -1.37532713  -0.91807288  -1.26946696  2.49666906  
3.12500000   -1.48237420  -0.79436647  -1.35032815  2.57753024  
3.25000000   -1.57387191  -0.66951702  -1.41638665  2.64358875  
3.37500000   -1.64975377  -0.54465891  -1.46892848  2.69613057  
3.50000000   -1.71006377  -0.42043883  -1.50918368  2.73638577  
3.62500000   -1.75490085  -0.29710548  -1.53822382  2.76542592  
3.75000000   -1.78437512  -0.17460453  -1.55689352  2.78409562  
3.87500000   -1.79857583  -0.05267180  -1.56576814  2.79297024  
4.00000000   -1.79755073  0.06907809   -1.56513016  2.79233225  
4.12500000   -1.78129629  0.19106670   -1.55495907  2.78216116  
4.25000000   -1.74975834  0.31366808   -1.53493209  2.76213419  
4.37500000   -1.70284338  0.43712342   -1.50443588  2.73163797  
4.50000000   -1.64044068  0.56145175   -1.46259226  2.68979436  
4.62500000   -1.56245587  0.68635626   -1.40830369  2.63550578  
4.75000000   -1.46885638  0.81112955   -1.34032572  2.56752782  
4.87500000   -1.35972841  0.93456550   -1.25737485  2.48457695  
5.00000000   -1.23534373  1.05489210   -1.15827754  2.38547963  
5.12500000   -1.09623264  1.16974569   -1.04216084  2.26936294  
5.25000000   -0.94325621  1.27621112   -0.90867450  2.13587660  
5.37500000   -0.77766814  1.37095124   -0.75821955  1.98542165  
5.50000000   -0.60115413  1.45043820   -0.59214289  1.81934499  
5.62500000   -0.41583626  1.51127822   -0.41284663  1.64004873  
5.75000000   -0.22423276  1.55059156   -0.22376328  1.45096538  
5.87500000   -0.02917012  1.56638225   -0.02916909  1.25637118  
6.00000000   0.16634619   1.55781799   0.16615447   1.06104762  
6.12500000   0.35928676   1.52535238   0.35735741   0.86984468  
6.25000000   0.54675671   1.47065792   0.53997173   0.68723036  
6.37500000   0.72613469   1.39638718   0.71028658   0.51691552  
6.50000000   0.89517422   1.30582156   0.86558318   0.36161892  
6.62500000   1.05205817   1.20248641   1.00420646   0.22299563  
6.75000000   1.19540690   1.08980454   1.12549112   0.10171097  
6.87500000   1.32424805   0.97083486   1.22958687   -0.00238477 
7.00000000   1.43796011   0.84811320   1.31723506   -0.09003296 
7.12500000   1.53620200   0.72358762   1.38954135   -0.16233925 
7.25000000   1.61883962   0.59862723   1.44777403   -0.22057193 
7.37500000   1.68587661   0.47407943   1.49320222   -0.26600013 
7.50000000   1.73739420   0.35035353   1.52697629   -0.29977420 
7.62500000   1.77350230   0.22751466   1.55004557   -0.32284347 
7.75000000   1.79430236   0.10537828   1.56310576   -0.33590366 
7.87500000   1.79986192   -0.01639918  1.56656799   -0.33936589 
8.00000000   1.79020016   -0.13823388  1.56054336   -0.33334127 
8.12500000   1.76528406   -0.26053076  1.54483912   -0.31763703 
8.25000000   1.72503507   -0.38359919  1.51896539   -0.29176329 
8.37500000   1.66934647   -0.50756555  1.48215431   -0.25495222 
8.50000000   1.59811194   -0.63228138  1.43339612   -0.20619403 
8.62500000   1.51126585   -0.75722839  1.37149895   -0.14429685 
8.75000000   1.40883531   -0.88142607  1.29518040   -0.06797831 
8.87500000   1.29100311   -1.00335339  1.20319831   0.02400379  
9.00000000   1.15817859   -1.12090217  1.09452388   0.13267822  
9.12500000   1.01107125   -1.23138567  0.96855228   0.25864982  
